index,Rating,Id,Date,views,like,title,text
4831,5,kljdjd***예매자,2021.11.27,조회 31,"공감 1
공감하기",갓벽했던 뮤지컬 빌리 엘리어트,빌리 엘리어트를 영화로만 보다가 이번에 3대 빌리들의 뮤지컬을 보게 되었습니다 그 중 강혁빌리의 뮤지컬을 보게 되었는데 이 전의 공연 경험은 없지만 발레를 해서 그런지 춤선이 정말 예뻤습니다 내용 음악 면에서도 오래도록 여운이 남을 정도로 좋았습니다
4832,5,abis1***예매자,2021.11.27,조회 37,"공감 1
공감하기",우진주환 최고!,6학년 형 아들의 익스 너무 좋았어요
4833,5,bluec***예매자,2021.11.27,조회 23,"공감 0
공감하기",오늘도 굿 라이브 후기,오늘도 굿
4834,5,kso***예매자,2021.11.27,조회 53,"공감 1
공감하기",시훈빌리 꼭 보세요ㅠ,매회차가 지날 때마다 성장하는 모습이 보여서 제가 다 뿌듯합니 다춤이며 노래며 연기까지 몇 일 만에 이렇게 성장해서 돌아오는 모습을 보면 대단하다고 느껴지고 막 공쯤 되면 얼마나 성장해 있을지 기대되네요키즈 모델 출신이라 그런지 커튼콜 때 팬 서비스가 아주 좋습니다 포즈와 표정 변화가 아주 최고입니다
4835,5,kso***예매자,2021.11.27,조회 27,"공감 1
공감하기",일단 보세요,후회안 합니다 한 번도 안 본 사람은 있지만 한 번만 본 사람은 없을 정도로 너무 재미있고 감동적입니 다 막 공까지 2달 정도 남았는데 벌써 아쉽네요
4836,5,erica2***예매자,2021.11.26,조회 47,"공감 0
공감하기",강혁아 사랑해 영원히 !!!!!,이제 진짜 안정 그 자체 디큐브아트센터에 빌리 엘리어트가 산다는 거 세상 사람들 알고 계신가요강혁이는 완전히 빌리그 자체입니다 보는 내내 정말 행복했어요 사랑해 영원히
4837,5,1211***예매자,2021.11.26,조회 34,"공감 0
공감하기",이 최뮤!!!!,다들 자기 뮤지컬이 이 시대 최고라고 하니까 그냥 좋은 뮤지컬 정도겠지 하고 봤는데 왜 이렇게 말했는지 너무 알거 같은 공연할 때는 진짜 춤만 추는 데도 감정 다 전달되고 할 때도 왠지 모르게 눈물이고였다 진짜 너무 좋은 뮤지컬이었던 듯
4838,5,lsyso***예매자,2021.11.26,조회 21,"공감 0
공감하기",최고의 뮤지컬!!,아이들과 연말에 보기 더 좋아요
4839,1,sian1***,2021.11.26,조회 194,"공감 1
공감하기",평일 후기,전반적으로 나쁘진 않았으나 제한상영가도 아닌데 쓸 때 없이 많은 욕대상 가릴 것도 없는 빌리의 버럭질 큰 아들의 아버지 폭행 본 영화에도 없는 것들 때문에 극의 몰입감을 많이 해치고 있는 듯 제한상영가 15세 이상이 합당 대사 하나하나에 욕이 태반인데 안내방송에서 아이들이 따라하지 않도록 해달라는 주의 방송을 듣고 웃은 것이 극장 내에서 유일하게 웃었던 부분임
4840,5,judy***예매자,2021.11.26,조회 59,"공감 0
공감하기",진짜루ㅠㅠㅠ,이런 걸 만들 수 있는 문화적 저력이 부러워 죽겠다
4841,5,whk***예매자,2021.11.26,조회 52,"공감 1
공감하기",언제나 힘이 되어주고 싶은 빌리에게,빌리 엘리어트가 벌써 3연을 맞이했네요 어쩜 그렇게 작고 어린 소년들이 이렇게 큰 대극장의 무대를 꽉꽉 채울 수가 있는지 볼 때마다 참신기하고 경이롭습니다이아이들이 발레와 탭댄스를 소화하기 위해 얼마나 많은 연습을 해야만 했을지 연기가 본업이지 않은 아이들이 어른들도 힘든 무대 위의 연기를 하기까지 얼마나 마인트 컨트롤을 해야 했을지 감히 겪어보지 못했기에 상상해보기도 어려운 일이네 요극 중 빌리는 뛰어난 재능을 타고났지만 이해해주기 어려운 환경 속에서 자라나고 우연히 발레를 접하게 되잖아요 본인이 재능이 있는 분야를 어렸을 때부터 알게 된다는 게 얼마나 큰 행운인지 너무나 부럽더라구요 당장 런던 갈 차비가 없어서 모금을 해야 하는 처지이지만 어떻게든 여러 사람의 힘과 뜻을 모아서 결국은 해내고야마는 빌리와 더 럼마을의 성장 이야기는 언제 봐도 감동입니다 항상 모든 사람이 본인의 재능을 펼칠 수 있는 건 아니지만 언제나 힘이 되어주고 싶고 응원하게 만드는 이야기라서 더더욱 그런 것 같아 요장장 3시간이라는 공연시간이 어떻게 흘러갔 는 지도 모르게 아이를 응원하게 되고 더럼 사람들의 이해를 구하게 되고 결국은 아이의 미래를 위해 한마음이 되는 더럼의 어른들처럼 저 역시나 빌리의 밝은 미래를 꿈꿔보며 빌리를 연기하는 아역 친구들의 찬란한 미래를 응원해보겠습니다
4842,5,fifi5***예매자,2021.11.26,조회 51,"공감 0
공감하기",2막만 봐도 이 최뮤는 이 최뮤,그냥 눙물이 납니다 난망했어
4843,5,fifi5***예매자,2021.11.26,조회 36,"공감 0
공감하기",안 본 사람이랑 겸 상안함,이 최뮤를 안 본다이건 말이 안 된다 그거에 요개짱 뮤지칼
4844,5,fifi5***예매자,2021.11.26,조회 23,"공감 0
공감하기",이 최뮤는 이 최뮤,무슨 말이 더 필요하겠어요 지구 최고의 뮤지컬
4847,4,cw932***예매자,2021.11.26,조회 60,"공감 0
공감하기",영화에서 본 감동을 생생하게,정말 제 최 애영화 중에 하나여서 믿고 봤습니다 배우들 하나하나 연기 너무 잘하시고 특히 빌리역을 맡은 김시훈 어린이 춤이랑 연기는 말해 뭐 해 목소리도 꾀꼬리가 따로 없었어요 마지막에 아빠 앞에서 춤 춘 장면은 현장에서 보니까 소름이 다 돋았어요 이번 뮤지컬을 통해 발레 공연에도 관심이 생겼습니다 최고
4848,5,newnmi***예매자,2021.11.26,조회 21,"공감 0
공감하기",왖넞 좋음,재미있었습니다
4849,5,psb1***예매자,2021.11.26,조회 28,"공감 0
공감하기",빌리,배우 분들 컨디션이 전체적으로 안 좋아서 걱정하면서 봤어요 그래도 빌리는 빌리다
4850,5,ll***예매자,2021.11.26,조회 29,"공감 0
공감하기",빌리 최고예요,힐링하러 오세여
4851,5,cy062***예매자,2021.11.26,조회 31,"공감 0
공감하기",인생 작품 생겨서 너무 좋아요,인물들 간 서 사극이 주는 메시지가 너무와 닿았어요 볼거리가 많아도 이게 채워지지 않으면 저는 공연에 재미를 느끼기가 힘들던 데빌리는 춤 노래 연기 뭐 하나 빠지지 않으면서 제게 녹아들었습니다 어린 친구들이 한 장면 한 장면을 위해 얼마나 많은 노력을 했을지 생각하면 찡하기도 하고 제 아이들은 아니지만 대견하네요 대한민국의 뮤지컬계의 미래가 밝아요
4852,5,car6***예매자,2021.11.25,조회 37,"공감 0
공감하기",최고의 작품.첫 관람에 인생 작품되다.,정말 최고입니다 여러 뮤지컬들 많이 봤지만 이 뮤지컬은 다른 뮤지컬들과는 달리 아역 배우들이 주가 되고 12-13살짜리 아이들이 주연인 극입니다 아이들만이 줄 수 있는 에너지와 감동은 이루 말할 수가 없어 요 영화로 봐서 내용도 알고 있고 프레스 콜로 봐서 대략 흐름은 알고 있었지만 실제로 보는 건 차원이 다릅니다제가 본회차는 시훈빌리였어요 최고였습니다 목소리도 맑고 노래도 완벽이고선이 너무 이 뻤습니다 정말 많이 울었습니다 아이들이 극을 이끌어가기 때문에 더 아름다 운극인 것 같습니다 레터 일렉 오디션 합격 파업 배신자가 돈 주고 갈 때 엄마의 노래 앵그리댄스 등 눈물 요소가 정말 많습니다 손수건이나 휴지 챙겨가길 바래요정 말 환상적인 작품이었습니다 그리고 극장 특성상 어디 앉아도 잘 보입니다 왼 블오블상관없이 무조건 전진 하세요 아이들이 덤덤하게 내뱉는 대사가 오히려 더 감동을 불러일으키는 것 같습니다 그리고 대사 자체가 아름답습니다 선생님 보고 싶을 거에요 아니 그렇지 않을 거야 눈물나기 전에 꺼져 빌리 뭐 이런 식인데 덤 덤 말하게 말 하는 이런 식의 대사가 더 감동을 불러일으킵니다신시 뮤지컬은 정말 최고입니다시 카고렌트 빌리 엘리어트고스트마틸다 원래 신시 좋아했지만 빌리보고 확실히 저는 신시와 가장 잘 맞는구나를 느꼈습니다 후기라서 과장해서 좋은 말만 쓰는 것 아닙니다 최고입니다 제가 자부할 수 있어요제가 돈과 시간이 충분하면 모든 회차의 공연보고 싶네요 첫 공1124공연 보고 1212공연 또 예매했어요 아마 5번 정도는 보지 않을까 싶네요 학생이고 지방 사는 저에게는 5번도 큰 돈이고 힘든 여정이지만 빌리를 보기 위해서는 감수할 수 있습니다 최고입니다
4877,5,car6***예매자,2021.11.25,조회 8,"공감 0
공감하기",첫 관람인데 인생 작품이 되었습니다,정말 최고입니다 여러 뮤지컬들 많이 봤지만 이 뮤지컬은 다른 뮤지컬들과는 달리 아역 배우들이 주가 되고 12-13살짜리 아이들이 주연인 극입니다 아이들만이 줄 수 있는 에너지와 감동은 이루 말할 수가 없어 요 영화로 봐서 내용도 알고 있고 프레스 콜로 봐서 대략 흐름은 알고 있었지만 실제로 보는 건 차원이 다릅니다제가 본회차는 시훈빌리였어요 최고였습니다 목소리도 맑고 노래도 완벽이고선이 너무 이 뻤습니다 정말 많이 울었습니다 아이들이 극을 이끌어가기 때문에 더 아름다 운극인 것 같습니다 레터 일렉 오디션 합격 파업 배신자가 돈 주고 갈 때 엄마의 노래 앵그리댄스 등 눈물 요소가 정말 많습니다 손수건이나 휴지 챙겨가길 바래요정 말 환상적인 작품이었습니다 그리고 극장 특성상 어디 앉아도 잘 보입니다 왼 블오블상관없이 무조건 전진 하세요 아이들이 덤덤하게 내뱉는 대사가 오히려 더 감동을 불러일으키는 것 같습니다 그리고 대사 자체가 아름답습니다 선생님 보고 싶을 거에요 아니 그렇지 않을 거야 눈물나기 전에 꺼져 빌리 뭐 이런 식인데 덤 덤 말하게 말 하는 이런 식의 대사가 더 감동을 불러일으킵니다신시 뮤지컬은 정말 최고입니다시 카고렌트 빌리 엘리어트고스트마틸다 원래 신시 좋아했지만 빌리보고 확실히 저는 신시와 가장 잘 맞는구나를 느꼈습니다 후기라서 과장해서 좋은 말만 쓰는 것 아닙니다 최고입니다 제가 자부할 수 있어요제가 돈과 시간이 충분하면 모든 회차의 공연보고 싶네요 첫 공1124공연 보고 1212공연 또 예매했어요 아마 5번 정도는 보지 않을까 싶네요 학생이고 지방 사는 저에게는 5번도 큰 돈이고 힘든 여정이지만 빌리를 보기 위해서는 감수할 수 있습니다 최고입니다
4932,5,car6***예매자,2021.11.25,조회 3,"공감 0
공감하기",첫 관람인데 정말 인생 작품이 되었다.,정말 최고입니다 여러 뮤지컬들 많이 봤지만 이 뮤지컬은 다른 뮤지컬들과는 달리 아역 배우들이 주가 되고 12-13살짜리 아이들이 주연인 극입니다 아이들만이 줄 수 있는 에너지와 감동은 이루 말할 수가 없어 요 영화로 봐서 내용도 알고 있고 프레스 콜로 봐서 대략 흐름은 알고 있었지만 실제로 보는 건 차원이 다릅니다제가 본회차는 시훈빌리였어요 최고였습니다 목소리도 맑고 노래도 완벽이고선이 너무 이 뻤습니다 정말 많이 울었습니다 아이들이 극을 이끌어가기 때문에 더 아름다 운극인 것 같습니다 레터 일렉 오디션 합격 파업 배신자가 돈 주고 갈 때 엄마의 노래 앵그리댄스 등 눈물 요소가 정말 많습니다 손수건이나 휴지 챙겨가길 바래요정 말 환상적인 작품이었습니다 그리고 극장 특성상 어디 앉아도 잘 보입니다 왼 블오블상관없이 무조건 전진 하세요 아이들이 덤덤하게 내뱉는 대사가 오히려 더 감동을 불러일으키는 것 같습니다 그리고 대사 자체가 아름답습니다 선생님 보고 싶을 거에요 아니 그렇지 않을 거야 눈물나기 전에 꺼져 빌리 뭐 이런 식인데 덤 덤 말하게 말 하는 이런 식의 대사가 더 감동을 불러일으킵니다신시 뮤지컬은 정말 최고입니다시 카고렌트 빌리 엘리어트고스트마틸다 원래 신시 좋아했지만 빌리보고 확실히 저는 신시와 가장 잘 맞는구나를 느꼈습니다 후기라서 과장해서 좋은 말만 쓰는 것 아닙니다 최고입니다 제가 자부할 수 있어요제가 돈과 시간이 충분하면 모든 회차의 공연보고 싶네요 첫 공1124공연 보고 1212공연 또 예매했어요 아마 5번 정도는 보지 않을까 싶네요 학생이고 지방 사는 저에게는 5번도 큰 돈이고 힘든 여정이지만 빌리를 보기 위해서는 감수할 수 있습니다 최고입니다
4941,5,car6***예매자,2021.11.25,조회 7,"공감 0
공감하기",진짜 내 인생 최고의 작품(첫 관람),정말 최고입니다 여러 뮤지컬들 많이 봤지만 이 뮤지컬은 다른 뮤지컬들과는 달리 아역 배우들이 주가 되고 12-13살짜리 아이들이 주연인 극입니다 아이들만이 줄 수 있는 에너지와 감동은 이루 말할 수가 없어 요 영화로 봐서 내용도 알고 있고 프레스 콜로 봐서 대략 흐름은 알고 있었지만 실제로 보는 건 차원이 다릅니다제가 본회차는 시훈빌리였어요 최고였습니다 목소리도 맑고 노래도 완벽이고선이 너무 이 뻤습니다 정말 많이 울었습니다 아이들이 극을 이끌어가기 때문에 더 아름다 운극인 것 같습니다 레터 일렉 오디션 합격 파업 배신자가 돈 주고 갈 때 엄마의 노래 앵그리댄스 등 눈물 요소가 정말 많습니다 손수건이나 휴지 챙겨가길 바래요정 말 환상적인 작품이었습니다 그리고 극장 특성상 어디 앉아도 잘 보입니다 왼 블오블상관없이 무조건 전진 하세요 아이들이 덤덤하게 내뱉는 대사가 오히려 더 감동을 불러일으키는 것 같습니다 그리고 대사 자체가 아름답습니다 선생님 보고 싶을 거에요 아니 그렇지 않을 거야 눈물나기 전에 꺼져 빌리 뭐 이런 식인데 덤 덤 말하게 말 하는 이런 식의 대사가 더 감동을 불러일으킵니다신시 뮤지컬은 정말 최고입니다시 카고렌트 빌리 엘리어트고스트마틸다 원래 신시 좋아했지만 빌리보고 확실히 저는 신시와 가장 잘 맞는구나를 느꼈습니다 후기라서 과장해서 좋은 말만 쓰는 것 아닙니다 최고입니다 제가 자부할 수 있어요제가 돈과 시간이 충분하면 모든 회차의 공연보고 싶네요 첫 공1124공연 보고 1212공연 또 예매했어요 아마 5번 정도는 보지 않을까 싶네요 학생이고 지방 사는 저에게는 5번도 큰 돈이고 힘든 여정이지만 빌리를 보기 위해서는 감수할 수 있습니다 최고입니다
4966,5,jinju***예매자,2021.11.25,조회 24,"공감 0
공감하기",빌리 엘리어트,사장님은 귀는 당나귀 귀란 방송 연습 장면을 보고 뮤지컬을 보게 되었는데 배우들의 피나는 노력이 보이더라구 요감동과 재미가 가득했습니다
4967,5,paradise0***예매자,2021.11.25,조회 23,"공감 0
공감하기",잘 봤습니다,잘 봤습니다 너무 좋아요
4968,5,paradise0***예매자,2021.11.25,조회 26,"공감 0
공감하기",이 최뮤,이 시대 최고의 뮤지컬 빌리 엘리어트
4969,5,paradise0***예매자,2021.11.25,조회 22,"공감 0
공감하기",좋아요,좋아요
4970,5,paradise0***예매자,2021.11.25,조회 19,"공감 0
공감하기",잘 봤습니다,잘 봤습니다
4971,5,paradise0***예매자,2021.11.25,조회 21,"공감 0
공감하기",이 최뮤,이 시대 최고의 뮤지컬이란 타이틀이 왜 붙었는지 알 것 같음
4972,5,paradise0***예매자,2021.11.25,조회 17,"공감 0
공감하기",너무 좋아요,너무 좋아요
4973,5,iri***예매자,2021.11.25,조회 35,"공감 0
공감하기",강혁빌 리!!,발레를 너무 잘한다는 후기를 보고 갔지만 상상 그 이상이었습니다 지금까지 수도 없이 보았지만 가장 완벽한 일렉이었어요 일렉뿐만 아니라 연기도 자연스럽고 정말 색다르면서도 빌리그 자체인 느낌이었습니다 또 강혁빌리 보고 싶어요
4974,5,momo_***예매자,2021.11.25,조회 36,"공감 0
공감하기",아이라서 더벅차 올랐던 공연,보는 내내 웃고 울었던 작품 중간 중간 자연스럽게 녹아 있는 외국식 개그코드빌리의 순수하고 방황하던 모습 그리고 현실과 꿈 아이를 위한 어른들의 행동 모든 것이 완벽하고 감격스러웠던 무대였습니다 넘버 하나하나 할 때마다 감격스러워서 두 손을 꼭 붙들고 볼 만큼 동작 하나하나 노래 음절 하나하나가 전율을 일으켰던 그런 무대 당연히 재관람할 정도의 무대였어요 배우 분들 모두 다 즐기시고 느끼시면서 하는 모습들이 잘 보여서 보는 순간 몰입이 되어 헤어나오지 못합니다 또 보고 싶어 요
4975,5,alexj***예매자,2021.11.25,조회 21,"공감 0
공감하기",재미있게 잘 봤어요,시간이 어떻게 지나가는지 모르게 잘 봤습니다 아이는 한 번 더 보고 싶다고 하네요
4976,5,joker0***예매자,2021.11.25,조회 55,"공감 0
공감하기",빌리는 천사야~,우진 빌리를 보면 그 누가 안 좋아했을까 하는 생각이 들어요 솔직하고 담백한 데 살짝 어른스러운 느낌도 들고 약간의 쿨함이 느껴지는 부분까지 너무나 도킹카의 면모 그런데도 앵댄 때 2층에서 내려다보는 날선 눈빛과 박자에 맞춰 딱딱 떨어지는 춤 아크로바틱 탭댄스가 유독 눈에 들어오던 빌리였어요 그리고 우진 빌리는 저의 눈물샘을 찢어볼수록 떠나가고 남겨지는 모습들이 번갈아 배치되어 있는 극이라 극중 빌리가 빛나면 빛날수록 남은 사람들이 눈에 밟혀 요 오늘 유독 20만명이다 댄서가 될 수는 없다고 하는 시 영토니의 말이 귀에 콱 박혔어요 모두가 재능이 있을 수는 없고 재능이 있다고 해도 모두가 지지와 지원을 받을 수 있는 것도 아니니까요 그래도 극중 그런 대사가 있는데 커튼콜은 모두가 튀튀를 입고 댄서가 되어 춤을 춘다는 게 빌리라는 극이 건네는 나름의 위로라고 생각해 요 단짠 단짠
4977,4,wishyu***예매자,2021.11.24,조회 60,"공감 0
공감하기",시훈빌리로 잘 보았습니다 라이브 후기,앵그리댄스랑 성인빌리와 함께 한 퍼포먼스가 기억에 남네요 아쉬운 건 기억에 남을 만한 넘버가 없고 2막이 좀 지루했어요 메세지도 있고 잘 만든 극이긴 한데 시대적 갬성이 많이 예전이고 엔딩이 좀 별로 영화에서 느낀 감동이 없었음 빌리랑 마이클 애기들 넘이쁘고 대견했네요 잘 커주길
4978,4,hhh1***예매자,2021.11.24,조회 53,"공감 0
공감하기",빌리 엘리어트,1막 초기에는 지루하였으나 중반부터 몰입이 되었음 엄청난 연습량이 가늠이 되어 정말 응원하게 되네요
4979,5,caro***예매자,2021.11.24,조회 39,"공감 1
공감하기",내 생애 최고의 감동,내 생애 최고의 감동
4980,4,yi3***예매자,2021.11.24,조회 43,"공감 0
공감하기",good,
4983,4,ryu***예매자,2021.11.24,조회 111,"공감 1
공감하기",공연장 입출입은 정말 헬,공연은 더할 나위 없이 좋았으나 항상 그렇듯이 디큐브아트센터 입출입은 정말 짜증납니다 특히 공연 후에는 엘리베이터 3개로만 1층과 주차장 접근이 가능하니 장시간 대기 필수 주차장 할인 안 되는 것은 덤
4984,5,sh***예매자,2021.11.24,조회 96,"공감 2
공감하기",단순히 신나고 즐겁기만 한 작품이 아니라서 더 좋았어요!!,비록 시대적 배경은 조금 지났더라도 이 시대를 살아가는 어른들 아이들 모두에게 각각의 관점으로 참 좋은 뮤지컬이라고 생각합니다 사실 학생 때 초연을 봤었는데 그 땐 기대하고 간 부분보다 좀 극이 어둡다고 생각했었거든요 하지만 10여년이 지난 지금 사회인이 되어 이 작품을 다시 보는데 느낌이 정말 달랐습니다 한창 꿈을 찾아 헤매는 청춘들에게는 각자의 개성을 존중하고 어떻게 나아가는지 어느덧 그러한 시절을 보내고 어엿한 사회의 구성인 이 된 어른들에게는 내가 미래를 책임질 아직 성장 중인 어린 친구들을 위해 어떠한 세상을 만들기 위해 노력해야 하는지를 한번쯤 생각하게 합니다 물론이 엄청난 무대를 소화하기 위해 상상도 못할 노력을 했을 빌리배우들을 보면 뭔가 잊고 지냈던 열정이 되살아나는 듯한 느낌도 들구요 말 그대로 이 시대 최고의 뮤지컬이에요 모든 분들이 이 뮤지컬을 관람함으로써 각자의 위치에 따라 신나게 즐기고 한편으론 나 자신의 미래와 역할에 대해서 생각할 수 있을 거라 장담합니다
4985,5,nice***예매자,2021.11.24,조회 40,"공감 0
공감하기",정말 감동적이었어요,대단하고 훌륭한 배우님들 멋져요
4986,5,jyj765***예매자,2021.11.24,조회 55,"공감 0
공감하기",강혁빌리,장인
4987,4,luar0***,2021.11.24,조회 62,"공감 1
공감하기",빌리는 빌리,초연 때부터 매번 봤습니다 연말이면 항상 제일 먼저 떠오르는 뮤지컬 작품이에요 볼 때마다 느끼는 건 아이들이 정말 대단하다는 거예요빌리뿐만 아니라 마이클 데비 그리고 다른 모든 아이들도 요아이들의 모습을 보고 있으면 극중 인물에게도 감동을 받지만 연기하고 있는 아역 배우들 그 자제에도 감동을 느낍니 다이아이들은 한 명의 완전한 배우이고화자이고 메신저들이네요 지금 시대에 빌리는 확실히 올드한 작품임에는 확실하지만 그 올드함이 주는 감동이전 참 좋습니다 오랫만에 따 뜻함 한 가득 안고 돌아왔습니다코로나로 지치고 힘든 지금 세상의 모든 빌리들에게 힘내자고 화이팅하고 싶어요 어린 빌리어른 빌리 그리고 우리 맘 속에 있는 모든 빌리들에게 요멋지게 날아오를 그날을 향해
4988,5,wish***예매자,2021.11.24,조회 26,"공감 0
공감하기",재밌어요,기대한 만큼 멋진 공연이었습니다
4989,5,erin0***예매자,2021.11.23,조회 54,"공감 0
공감하기",이 시대 최고의 뮤지컬,진심으로 이 시대 최고의 뮤지컬입니다보는 내내 눈물이 멈추지 않았어요 강혁이 주환이 아인이 모든 성인 아역 배우 분들다 최고입니다
4990,5,nacseo0***예매자,2021.11.23,조회 50,"공감 0
공감하기",더럼 왕자,더럼 왕자님 또 보러가고 싶어요
4991,5,kgs4***예매자,2021.11.23,조회 82,"공감 0
공감하기",괜히 이 최뮤가 아닌...,너무나도 좋은 작품이고 아이들이 보여주는 갬동과 웃음
4992,5,hardyclus***예매자,2021.11.23,조회 43,"공감 0
공감하기",잘 봤어요!!,역시 이 시대 최고의 뮤지컬
4993,5,hardyclus***예매자,2021.11.23,조회 38,"공감 0
공감하기",최고!!!!!!!,갑작스런 캐스팅 변경이 있었지만 그래도 최고의 공연
4994,5,e***예매자,2021.11.23,조회 53,"공감 0
공감하기",진짜 최고의 뮤지컬이에요,너무 너무 재밌어요 빌리도 너무 잘하고 진짜 최고에요
4995,5,leesn***예매자,2021.11.23,조회 41,"공감 0
공감하기",잘 봤습니다,잘 봤습니다
4996,5,smtn1***예매자,2021.11.23,조회 48,"공감 0
공감하기",빌리,우진 빌리 최고 야무
4997,5,smtn1***예매자,2021.11.23,조회 52,"공감 0
공감하기",이 최뮤,이 최뮤 아닐 리 없다
5000,5,digilla9***예매자,2021.11.22,조회 53,"공감 0
공감하기",빌리 엘리어트,빌리 엘리어트
5001,5,lee***예매자,2021.11.22,조회 35,"공감 0
공감하기",잘 봤어요,빌리 엘리어트
5002,5,dudcks3***예매자,2021.11.22,조회 122,"공감 8
공감하기",빌리 엘리어트 후기,이틀 연속으로 빌리 관람을 했다 이로써 11번째 관람 왜 이 빌리란 뮤지컬은 봐도 봐도 계속 보고 싶은 작품인 걸까 하지만 이틀 연속은 너무 힘들다 오늘 공연도 정말 만족스러웠다 특히 우진이스트릿 댄스가 추가된 안무는 진짜 최고 익스 슈즈 대결은 우진 빌리승 이번 삼연공연에서는 빌리가 대체적으로 승률이 높은 거 같다 갈 때마다 빌리가 승리한 거 같다 다움마이클은 언제나 흥과 끼가 정말 많은 거 같다고 민이 있는 빌리를 위해 마이클 이 사람들 신경 쓰지 마라는 노래 가사를 들으면서 여자 들하는 발레를 왜 하냐는 주변 사람들 시선 때문에 빌리가 고민하는 시점에서 친한 친구인 마이클 그런 마음을 크게 흔들어 놓은 거 같다 & 이번 부기에서 줄넘기를 성공할려는 우진이 표정을 보고 너무 귀여웠다 그리고 줄넘기 실력이 날이 갈수록 기술이 올라가는 거 같다 발레 학교 오디션 볼러가기 위해 알람 맞춘 후 잠이든 빌리 모습을 유심히 봤는데 신발과 가방을 꼭 안고 잠이든 빌리를 보고 오디션이 얼마나 기대되고 긴장되는지를 보여주는 거 같았다 여러 번 관람을 하니 이런 소소한 부분이 보이기 시작했다 앵그리댄스에서 나무판자가 계속 휘청거리는 거 보고 불안해 보였지만 앙상블 배우분이 안전하게 계속 잡아주는 모습에 감동받았다 요즘 빌리아버지가 파업을 포기하고 빌리를 위해 탄광으로 일하러 다시 들어가는 모습을 보고 많은 생각 빠진다 정말 부모님들은 자식을 위한 일이면 무슨 일이든 하시는 거 같다
5003,5,ry***예매자,2021.11.22,조회 53,"공감 1
공감하기",변하지 않는 감동,결혼 전 초연을 보고 나중에 아이가 생기면 꼭 같이 보고 싶은 공연이었습니다 초등생 아이와 뜻 깊은 경험이었습니다 빌리도 건강해야 돼
5004,5,iefut***예매자,2021.11.22,조회 93,"공감 4
공감하기",함성 금지가 고문일 지경,마음만은 돌고래 함성에 실시간 기립박수인데시국이 아쉽네요
5005,5,iefut***예매자,2021.11.22,조회 64,"공감 0
공감하기",한 회차씩 지나가는데 너무 아까움,오픈런 해줘야 하는데 하
5006,5,iefut***예매자,2021.11.22,조회 40,"공감 0
공감하기",말해 뭐 해이 최뮤,안 본 사람 겸 상안합니다 진짜
5007,4,p216***예매자,2021.11.22,조회 69,"공감 1
공감하기",계속 생각나는 빌리 엘리어트,빌리 엘리어트를 보면서 계속 아프락사스가 생각이 났음 발레가 빌리에게 처음엔 꺼려하던 것이었지만 점점 자신을 알아가고 자유를 원하는 아프락사스의 매개체가 된 느낌이라는 생각이 들었음 엄마를 잃은 상처와 노동자 계급의 자녀라는 무게를 발레로 통해 치유받는 것 같았음 또한 내내보며 느꼈던 건 안무가 워낙 많고 역동적이어서 배우들이 공연하고 나면 체력소모 크겠다는 점
5008,5,bhw3***예매자,2021.11.22,조회 47,"공감 0
공감하기",사랑해 영원히,사랑해 영원히 이잉이
5009,5,bhw3***예매자,2021.11.22,조회 39,"공감 0
공감하기",이 최 뮤짱,이 최뮤진짜 잇다
5010,5,cun***예매자,2021.11.22,조회 61,"공감 1
공감하기",성장하는 빌리,시훈빌리 다움마이클 모두 만족성장해 나가는 게 눈에 보여서 더 만족스러웠던 공연이었습니다
5011,5,hj6***예매자,2021.11.22,조회 60,"공감 2
공감하기",저별이 바라보는 우리 모습,별이 아이들을 뜻한다는 걸 생각하고 보면 첫 넘버인부터 눈물이 줄줄 나 요저별이 보는 우리 모습 저별이 보는 곳의 길 저별이 언젠가는 알게 될 과거 저별이 밝은 길로 인도해 태양 아래에 우린 하나
5012,5,limhaewo***예매자,2021.11.22,조회 55,"공감 2
공감하기",이 시대 최고의 뮤지컬이 아닐 리 없다,줄줄 울면서 나왔습니다 최고예요 연출은 말할 것도 없거니와 어쩜 그렇게 연기를 하고 노래를 하고 춤을 출까 요 우리 아기대 배우님들부디 다치지 않고 건강하게 무대해 주세요 이모가 또 보러 갈게요
5013,5,hj6***예매자,2021.11.22,조회 31,"공감 0
공감하기",이 시대 최고의 뮤지컬,이 시대 최고의 뮤지컬이라는 수식어가 전혀 어색하지 않아요어른과 아이의 이야기 중 어느 하나에만 치우치지 않고 어른과 아이가 함께 더불어 살아가는 따뜻한 세상을 이야기하는 뮤지컬 빌리 엘리어트
5014,5,hj6***예매자,2021.11.22,조회 33,"공감 0
공감하기",이 시대 최고의 뮤지컬,빌리보고 모든 인생의 고뇌가 사라졌습니다 빌리 최고
5017,5,jjhhee***예매자,2021.11.22,조회 37,"공감 0
공감하기",이 시대 최고의 뮤지컬,이 시대 최고의 뮤지컬 4명의 빌리 중 누구로 봐도 후회하지 않으실 거라고 자신합니다><
5018,5,wndwj***예매자,2021.11.22,조회 52,"공감 0
공감하기",즐거운 시간,남자 아이들이라 관람 내용을 충분히 즐길 수 있을까 고민을 했는데 너무 즐거웠다고 합니 다 들어가기 직전까지 배고프 다 너무 길다 등등 불평불만이 있었는데 즐겁게 관람했습니다오랜만에 즐거운 시간이어서 좋았습니다
