index,Rating,Id,Date,views,like,title,text
0,5,bit1***예매자,2021.11.01,조회 5731,"공감 20
공감하기",베스트 단숨에 인생 작품 등극,와 빌리 엘리어트 빌리 엘리어트 입소문이 애익히 들어 알고 있었고 어린 배우들이 대단하단 얘기도 듣긴 했지만 실제로 보고 듣는 것과는 천지 차이네 요 정말 올 한해 위키드부터 시작해 시카고라만차 하데스타운 등 등 쟁쟁한 작품들이 많았지만 제게 있어 올해의 뮤지컬은 단연코빌리 엘리어 트입니다 이제야 처음 봤다는 게 너무 아쉬우면서도 한편으론 처음 볼 때만 느낄 수 있는 감동과 벅참이 참 행복하네요 올해 안에 꼭 한번 더 다시 보고 싶은 명작입니다 사랑해 요 빌리 마이클
1,5,hj2***예매자,2021.11.01,조회 3481,"공감 5
공감하기",베스트 역시 최고에 요~,시훈빌리에 이어 현준빌리 보고 왔어요시훈빌리 보고 다른 3명의 빌리들 공연 모두 보고 싶다고 생각했었는데 현준 빌리보고 오니 빠른 시일 내에 2명의 빌리들도 보고 싶더라고요 보면 볼수록 감동입니다 얼마나 노력했을지 노력하는지 노력할지 안쓰럽기도 하고 대견하고 멋있었어요 빌리뿐만 아니라 모든 배우들의 열정과 노력으로 만들어진 뮤지컬입니 다 약 3달 정도 남았으니 모든 배우들 다치지 않고 건강히 공연 마치면 좋겠어요 각 넘버들이 안겨주는 의미와 감동을 다시 느끼러가 야겠어요 빌리 엘리어트 최고
2,5,abcd***예매자,2022.06.13,조회 28,"공감 0
공감하기",이 최뮤,행운을 빌어 빌리
3,5,dlalgus***예매자,2022.03.13,조회 26,"공감 1
공감하기",빌리...,잘 지내니 보고 싶다 우리아가들 나는 아직도 더 럼마을에 살아
4,5,jsscj***예매자,2022.03.10,조회 27,"공감 0
공감하기",보고 싶다 그립다ㅠㅠㅠ,강혁이 공연 너무 그립 다디비디도 없고 …말로 하는 연기 진짜 못 본다 생각하니까 너무 슬퍼요신시
5,5,tkakrdudn***예매자,2022.03.07,조회 20,"공감 0
공감하기",이 최뮤,단언 컨데 최고였어요
6,4,sim***예매자,2022.03.07,조회 31,"공감 0
공감하기",빌리 엘리어트 홈커밍데이,1대2대 3대 빌리들이 모인 스페셜커튼 콜 가슴 뭉클하고 행복했습니다
7,5,s_hyo***예매자,2022.03.04,조회 21,"공감 0
공감하기",이.최. 뮤,1막 마지막 곡이랑 2막 구름이 나오면 집중해주세요 대박입니다
8,5,msujin***예매자,2022.03.03,조회 19,"공감 0
공감하기",재밌었어요,빌리들붕 붕날아다니는 거 좋았어요
9,4,lsyso***예매자,2022.03.02,조회 26,"공감 0
공감하기",좋았오요,최고의 뮤지컬 최고의 뮤지컬 최고의 뮤지컬 최고의 뮤지컬 최고의 뮤지컬 최고의 뮤지컬
10,5,wodudtm***예매자,2022.03.02,조회 22,"공감 0
공감하기",이 시대 최고의 뮤지컬,이 시대 최고의 뮤지컬이라는 수식어로도 부족한 뮤지컬
11,5,jonge***예매자,2022.02.28,조회 13,"공감 0
공감하기",넘재밌었어요,굿굿굿
12,5,hrjksr2***예매자,2022.02.28,조회 32,"공감 0
공감하기",김시훈 빌리 정말 최고입니다,봐도 봐도 볼 때마다 레전드 갱신해주시는 김시훈 빌리 최고입니다
13,5,hrjksr2***예매자,2022.02.28,조회 14,"공감 0
공감하기",이 시대 최고의 뮤지컬,이 시대 최고의 뮤지컬은 단언 컨데빌리 엘리어트입니다 김시훈 주현준 전 강혁이 우진빌리 엘리어트 절대 잊지 못할 꺼에요
14,5,pasy***예매자,2022.02.28,조회 16,"공감 0
공감하기",이 시대의 최고의 뮤지컬,이 시대의 최고의 뮤지컬
15,5,si941***예매자,2022.02.28,조회 20,"공감 0
공감하기",인생 뮤지컬 빌리 엘리어트….,최고인데 부작용이 크네요 빌리 끝난 이후로 다른 뮤지컬이 별로 보고 싶지 않아 요……사연 빨리 올려주시궜어요 죽어가는 더 럼 주민 살려주세요
16,5,si941***예매자,2022.02.28,조회 39,"공감 0
공감하기",빌리사연 언제 오나요당장 오디션 진행해 주세요..,마음이 허해서 살아갈 수가 없어요절 이렇게 만든 신시 빠른 사연으로 책임져 주세요
19,5,sakura***예매자,2022.02.28,조회 17,"공감 0
공감하기",빌리 엘리어트,전강혁 나다움이 윤슬 김영주 최명경 박정자 발레리노로 날아오를 강혁빌리와 마지막으로 마이클에게 안녕을 고한 다움빌리 디테일하고 귀여운 연기로 사랑할 수밖에 없었던 윤슬데비
20,5,sakura***예매자,2022.02.28,조회 16,"공감 0
공감하기",빌리 엘리어트,이 시대 최고의 뮤지컬 영원히 사랑해 행운을 빌어
21,5,jaykim6***예매자,2022.02.28,조회 11,"공감 0
공감하기",이.최. 뮤,아이들과 함께 행복할 수 있었습니다 감사합니다
22,5,shortycat***예매자,2022.02.28,조회 15,"공감 0
공감하기",완벽한 공연,이 시기에 볼 수 있어서 참 다행이었어요 뭐 하나 빠질 것 없는 완벽한 공연
23,5,sojung991***예매자,2022.02.28,조회 20,"공감 0
공감하기",3대 빌리안녕,인생 첫 빌리로 3연을 마무리할 수 있어서 좋았어요 저는 자 첫부터 제빌리를 찾은 행운아였습니다 빌리가 지마 안녕
24,5,sojung991***예매자,2022.02.28,조회 13,"공감 0
공감하기",빌리짱 가지마,뒤늦게 보고 너무 사랑하게 된 빌리 엘리어트 3대 빌리들과 다른 배우들 다 너무 짱이었고 잊지 못할 거에요
25,5,jhisto***예매자,2022.02.28,조회 8,"공감 0
공감하기",이 최뮤빌리,한번밖에 못 간 게 너무너무 슬플 정도로 정말 정말 좋은 극입니다 모두가 행복하게 볼 수 있는 자꾸 생각나서 그리워져 요 빌리야 잘 지내니 꼭 다시 와이모가 기다릴게
26,5,misosy***예매자,2022.02.28,조회 7,"공감 0
공감하기",빌리 엘리어트,너무나 감동적인 무대 그날의 감동 눈물 잊지 못할 꺼야 너무 멋있고 자랑스러운 빌리들 사랑해 영원히
27,5,misosy***예매자,2022.02.28,조회 6,"공감 0
공감하기",빌리 엘리어트,너무나 감동적인 무대 그날의 감동 눈물 잊지 못할 꺼야 너무 멋있고 자랑스러운 빌리들 사랑해
28,5,december1***예매자,2022.02.28,조회 10,"공감 0
공감하기",인생을 아름답게 물들여 준 작품,기쁨 즐거움 감동 슬픔이 모든 것들로 2021년과 2022년의 몇 페이지들을 채울 수 있어서 정말 행운이었어요이 공연에 힘써주신 분들도 모두 행운을 빌어요
29,5,ang0***예매자,2022.02.28,조회 9,"공감 1
공감하기",안녕빌리....,3대 빌리 이젠 다시 볼 수 없겠지만 모두에게 행복한 기억들이 길바래요
30,5,teuk***예매자,2022.02.28,조회 7,"공감 0
공감하기",사랑해 영원히,모두 건강하고 행복하길 바랄게요
31,5,nara3***예매자,2022.02.28,조회 6,"공감 0
공감하기",이 시대 최고의 뮤지컬,인생 살면서 한번은 꼭 보기 &128557;
32,5,greenm***예매자,2022.02.27,조회 13,"공감 0
공감하기",빌리는 반짝이는 별처럼,빌리는 반짝이는 별처럼 훨훨 나는 발레리노가 되었을 테고 더 럼마을의 광부들이 땅속으로 꺼져 내려가는 게 마치 지하 속에 무수히 뜬별처럼 느껴졌는데요 그 별빛이 누구의 눈에 보일 수 있을까 계속 반짝일 수 있을까 그런 생각이 들면서 갑자기 눈물이 왈칵 나와버렸습니다 모두가 행복해졌음 좋겠어요 마지막 공연이라 더 의미 있었습니다
33,5,greenm***예매자,2022.02.27,조회 11,"공감 0
공감하기",배우님들 모두 고생 많으셨어요.,스타즈부터 피날레까지 뭐 하나 부족함 없는 공연이었습니다 언젠가 또 만났음 좋겠어요
36,5,greenm***예매자,2022.02.27,조회 6,"공감 0
공감하기","안녕, 빌리!",몇 번을 봐도 부족한 공연이지만 마지막은 정말 잘 보내줄 수 있었습니다 안녕 또 봐
37,5,greenm***예매자,2022.02.27,조회 10,"공감 0
공감하기",이 최뮤는 괜히 이 최뮤가 아니에요...,영영 안 왔으면 했던 막공이와 버렸어요
38,5,greenm***예매자,2022.02.27,조회 9,"공감 0
공감하기",이 최뮤는 괜히 이 최뮤가 아니에요...,지금의 빌리배우들이 하는 지금의 빌리 엘리어트는 정말 딱 지금만 볼 수 있다는 것 자체가 너무 소중한 공연입니다 빌리엘리어트는 이 최 뮤예요
39,5,shinhwa***예매자,2022.02.27,조회 8,"공감 0
공감하기",역시 이 최뮤,사랑해 영원히
40,5,yook2***예매자,2022.02.26,조회 23,"공감 0
공감하기",너무 좋음 ㅠㅠㅠㅠ 근데 데비의 존재는 왜 있는지 모르겠음ㄹㅇ;;,다 좋은데 윌킨슨빌리아빠 할머니 토니 빼고는 비중 전부 다 공기인 캐스팅판은 쓸 때 없이 크게 만들어 놓음 특히 데비는 존재감도 없고 다른 발레걸즈보드 혼자 하는 대사 한 두 개 더 추가해 놓고 조연이라 추가해 놓는 어이털리는 상황…거기에 데비는 캐스팅표에도 있던데 아무도 데비보러 안갈 텐데 굳이 만들이 유도 그렇고 캐스팅 판도 그렇게 크게 만들 필요가 있나 싶음…
41,5,jgy0***예매자,2022.02.26,조회 9,"공감 0
공감하기",이 최뮤빌리,갓극 4대 빌리마이클들도 빨리 만났으면
42,5,jgy0***예매자,2022.02.26,조회 9,"공감 0
공감하기",재밌음,이 최뮤라는 명칭은 빌리를 위한 명칭입니다
43,5,ralra0***예매자,2022.02.26,조회 10,"공감 0
공감하기",이 최뮤~~,많이 보고 싶을 것 같아 요덕분에 마음만은 따뜻한 겨울이였습니다고 생 많으셨고 좋은 공연 항상 감사했어요
44,5,ralra0***예매자,2022.02.26,조회 14,"공감 0
공감하기",사랑해 영원히,네 명의 빌리와 마이클을 만나 정말 행복했던 반년이였습니다 무대에 와줘서 너무 고맙고 영원히 잊지 못할 반 년이 될 것 같아요 사랑해 영원히
45,5,ralra0***예매자,2022.02.26,조회 9,"공감 0
공감하기",이 최뮤~~,행복했습니다 돌아올 날만 손꼽아서 기다릴게 요항상 좋은 무대감사했습니다
46,5,ralra0***예매자,2022.02.26,조회 7,"공감 0
공감하기",빌리짱!,네 명의 빌리들을 볼 수 있어서 너무 행복했어요
47,5,castlehe***예매자,2022.02.25,조회 8,"공감 0
공감하기",최고입니당,최고입니당
48,5,sjy8***예매자,2022.02.25,조회 8,"공감 0
공감하기",이 시대 최고의 뮤지컬,사랑해 영원히
50,3,yook2***예매자,2022.02.25,조회 26,"공감 0
공감하기",김영주 꺼 절대보지마셈나머지는 대만족,아니다 좋은데 김영주는 춤웰케 못 추냐… 내가 춰도 김영주 보단 훨씬 잘 춤;; 그리고 노래도 부기할 때 춤을 춰봐 부기할 때 왜 일부러 쪼개는 거임설마저 딴걸 보고 나만의 창법이라 생각하는 건 아니겠죠 그리고 마지막에 부기에서 고음 낼 때 최정원 배우는 고음 잘만내던데 김영주는 고음 못 내니까 예이예이 예이 이러고 참… 김영주 배우가 못 뜨고 인지도 못 올리는 이유를 정말 잘 알겠음…
53,5,an0***예매자,2022.02.25,조회 8,"공감 0
공감하기",최고의 뮤지컬,최고의 뮤지컬
54,5,codms0***예매자,2022.02.25,조회 7,"공감 0
공감하기",빌리,이 최뮤진짜 감동 작렬 눈물 펑펑
55,5,hoya2***예매자,2022.02.25,조회 9,"공감 0
공감하기",이 최뮤는 이 최뮤,이 최뮤빌리안녕 다시 없을 빌리들 위로였고 사랑이었습니다 세상 모든 빌리들을 응원합니다
56,5,silverain***예매자,2022.02.24,조회 9,"공감 0
공감하기",최고!!,본인 막공에 총막이기까지 해서 긴장할 법도 한데 오히려 자신이 갖고 있는 모든 걸 다 쏟아내고 평소에 시도해보지 않은 동작들까지 후회 없이 다 보여준 현준 빌리 절대 잊지 못할 거야 평생 기억할 게 &8203;-레터 전 윌킨슨 쌤한테서 편지 낚아채는 거 한 번에 못하고 탁탁됐더니 영주쌤도 똑같이 탁탁낚아채줘서귀여웠다 레터에서 볼 타고 눈물 흐를 정도로 울며 부른 적은 없었던 거 같은데 눈물 흘러서 같이 울고 엄마만지고 안을 때 그 목소리 표정 열심히 기억할 게 &8203;-오늘 도 부기에서야무지게 탭 슈즈 구두 주걱으로 쏙쏙 신던 현준 빌리세상 귀엽고 피아노 위에서 점프 이렇게 에너지 넘쳤던 적 있나 싶을 정도로 점프어마어마했다 &8203;-평소 익스를 보면 앵댄 에너지가 어떨지 가늠이 되는데 익스에서 느낌 좋더니 아니나 다를까앵 댄의 그 에너지 빌리로써 마지막으로 빌리가 될 수 있는 현준이로써 미련 없도록 모든 걸 쏟아 부은 게 보여서 대견하고 멋있고 &8203;-앵댄판자 위에 올라가기 전 양 옆 두리번거리던 현준이 그리울거야 그리고 거기 서 떨어져 내려올 때 좀 세게 떨어져서 발목 다쳤을까 걱정했는데 걱정이 무색할 정도로 뒷부분 마무리해서 기립박수 치고 싶은 지경이었다 앵댄 많이 그리울거야 &8203;-매기 대처에서 형과의 꽁냥 꽁냥도 사랑스럽고 마지막이라 자랑스런 아들에서 토니 형아에게 밝게 웃어 보이며 계단한 칸 내려가서 그것도 너무 사랑스러웠다 &8203;-드림발레는 명윤성빌이랑싱크로도 200 프로로 맞으며 추는 것도 좋고 하늘날 때 입까지 벌린 채 행복한 표정 짓는 현준빌리 너 무너무 보고 싶을 거 같아 &8203;-히쿧비어 스타 후토니형이 소리쳐도 묵묵히 돈 줍고 형이 떠나버리는 뒷모습보며 한참 축쳐진 눈으로 쳐다보다가 눈치보며 아빠에게 조심스럽게 이 돈 써도 되냐고 묻는 모습에 늘 빌리가 얼마나 간절하게 발레를 원하는지 느껴져서 안타까웠다 그 표정도 오래오래 기억할 게 &8203;-일렉에서도 이전에 해보지 않은 아크로바틱 동작 시도하는 거 보며 현준이 진짜 아쉬움 없는 막공을 위해 다 보여주는구나 싶어서 백덤블링하는 순간에 나도 모르게 헙 하고는 눈물 나더라&8203;-라스트클래스 윌킨슨 쌤 얼굴 보는 순간부터 눈시울 빨개지던 현준빌리 결국 보고 싶을 거에 요 선생님이라고 외친 후 쌤이 그렇지 않을 거야 하는 순간부터 눈물차 오르더니 쌤 뒷모습 따라 뛰고는 스윽팔로 닦는 거 보고 미치는 줄 알았다 원스도 목마타고 후레쉬로 객석 비출 때 울음참느라
57,5,silverain***예매자,2022.02.24,조회 8,"공감 0
공감하기",최고에 요ㅜㅠ그리워요ㅠ,뮤지컬 [빌리 엘리어트]폐막일이자 시훈빌리의 막공은 그래도 챙겨야 하지 않나 싶어서[빌리 엘리어트]를 간만에 종일반으로 보고 왔다 막공이라 긴장한 탓인지 몇 군데에서 안 하던 대사 실수가 나왔는데 그게 오히려 귀여웠다 &8203;- 할머니에게 총파업은 기억하면서 미트파이 어디뒀는지는 어떻게 기억을 못해 요라고 묻는 장면에 실수로 미트파이어딨는지는 기억하면서 라고 하는 바람에 대사 얼버무리던 시훈빌리&8203;-매기 대처 끝나고 현중 마이클이 빌리 손을 자기 코트 안에 넣어주며 녹여주는 장면에서 시훈빌리가 내 손차지 않아가 아니라 내 손춥지 않아라고 했는데 이게 실수인지 의도된 건지는 모르지만 시훈빌리의 아기자기한 이미지에 잘 어울리는 표현이라 정말 사랑스러웠다 &8203;-드림발레에서 시훈빌리가 의자 위에서서 한바퀴 도는 장면에 살짝 삐그덕해서 다치는 줄 알고 심장 떨어지는 줄 알았다 다행히 금방 다시 중심을 잡아서 사고는 면했지만 마지막까지 다치면 안 돼 &8203;-무대 인사에서 현중 마이클이 더 좋은 모습 보여준다는 약속 지키지 못해 죄송하다는 말로 인사를 시작하는데 이렇게 어린 아이에게서 이런 인사를 들을 일인지 그동안 사람들이 얼마나 공개적으로 못된 말을 쓴 건지 아이가 얼마나 그걸 많이 접해버리고 만건지 많은 생각이 들었다 현중이는 꾸준히 성장했고 발전했고 누구보다 따뜻한 마이클의 감성을 잘 녹여냈는데 마음 고생 많이 했을 거 같아서 안쓰럽고 그동안 참 잘해왔다고 참 잘 봐왔다고 박수쳐주고 싶다고 생했어 현 중 마이클 &8203;-시훈이는 무대인사하다 가 엄청 울 뻔했는데 민준 스몰보이가 그런 형 팔 잡고 위로해주는 덕분에 기특눈물 잘 참고 커튼 내려갈 때 엉엉 울면서 시그니처 토끼귀 할 건 다 해주는 시훈이가 또 사랑스러워 서울면서 웃었네
58,5,qwasgod***예매자,2022.02.24,조회 16,"공감 0
공감하기",사랑해 영원히,3대 빌리들 모두 너무 고생 많았어 잊지 않을 게 4대 빌리 홈 커밍데이 때 우리 다 같이 만나 자 사랑해 영원히
59,5,qwasgod***예매자,2022.02.24,조회 10,"공감 1
공감하기",재연으로 이 캐스트는 다시 돌아올 수 없다는 것이 나를 울컥하게 한다,다른 극은 재연삼연을 하며 이전에 했던 배우들이 또 돌아오지만 다시 돌아오면 지금의 3대 빌리들은 무럭무럭 자라 이제 더 이상 빌리를 하지 못한다 보고 싶어도 볼 수 없을 다 신안올극이라 더 뜻 깊고 눈물난 다 얘들아 정말 고생 많았어
60,5,qwasgod***예매자,2022.02.24,조회 8,"공감 0
공감하기",이 시대 최고의 뮤지컬,어린 남자 아역 배우가 주인공이 되는 감동이 극은 철저히 아역 빌리가 주인공이 다 어린 빌리가 아닌 어른 빌리가 존재하는 것 정말 처음 보는 극이고 멋진 극
61,5,sw993***예매자,2022.02.24,조회 8,"공감 0
공감하기",3년 뒤에 봐요,3년 뒤에 봐요
64,5,sw993***예매자,2022.02.24,조회 9,"공감 0
공감하기",3년 뒤에 봐요,우선 올해 마틸다부터
65,5,ly***예매자,2022.02.24,조회 8,"공감 0
공감하기",빌리 엘리어트,이 최뮤빌리 엘리어트네 명의 빌리와 마이클은 언제나 봐도 좋다 다음에 다시 볼 때까지 기다리고 그리울 공연
71,4,chen0***예매자,2022.02.23,조회 10,"공감 0
공감하기",빌리,빌리와 기들 정말 다음에는 이 빌리들이 없지만 빌리는 이 시대 최고의 뮤지컬입니다
72,5,ellos***예매자,2022.02.23,조회 10,"공감 0
공감하기",모든 요소가 완벽한 작품,이 최뮤라는 타이틀이 괜히 생긴 게 아니에요
73,5,ellos***예매자,2022.02.23,조회 10,"공감 0
공감하기",후유증이 넘심한 극ㅠㅠ,총막 끝나고 나니 후유증 때문에 일상생활 불가입니다
74,5,ellos***예매자,2022.02.23,조회 8,"공감 0
공감하기",사랑해 영원히,3대 빌리와 모든 배우들 사랑해 영원히
75,5,ellos***예매자,2022.02.23,조회 9,"공감 0
공감하기",총막의 여운이 아직도...ㅠㅠ,다신 없을 3대 빌리 생각하니 눈물만 납니다
76,5,ellos***예매자,2022.02.23,조회 11,"공감 0
공감하기",빌리는 사랑입니다.,3대 빌리들과 함께해서 올 겨울이 정말 따스했어요
77,5,ellos***예매자,2022.02.23,조회 10,"공감 0
공감하기",모든 장면이 명장면,이 시대 최고의 뮤지컬답게 모든 장면이 명장면입니다
78,5,ellos***예매자,2022.02.23,조회 18,"공감 0
공감하기",4빌리다 보셔야 해요,빌리는 지금뿐이에요
79,5,ellos***예매자,2022.02.23,조회 8,"공감 0
공감하기",이 시대 최고의 뮤지컬 아닙니다,이 시대 최고의 뮤지컬 역사를 통틀어 우주 최고의 뮤지컬
80,5,dur***예매자,2022.02.23,조회 4,"공감 0
공감하기",이.최. 뮤,끝난 지 10일이 지나도 잊혀지지 않네요당장 주말에 디큐브로 가야 할 것 같습니다 이 시대 최고의 뮤지컬 곧 다시 만났으면 좋겠습니다
81,5,shedl***예매자,2022.02.23,조회 9,"공감 0
공감하기",다시 보고 싶은 빌리엘리어드 ㅠㅠㅠ나의 빌리ㅠㅠㅠㅠㅠ,다시 보고 싶은 빌리엘리어드나의 빌리
82,5,shedl***예매자,2022.02.23,조회 7,"공감 0
공감하기",좋아요,다시 보고 싶은 빌리엘리어드나의 빌리
83,5,jsb5***예매자,2022.02.23,조회 6,"공감 0
공감하기",이 시대 최고의 뮤지컬,얼른 다시와 주루
84,5,19910***예매자,2022.02.23,조회 8,"공감 0
공감하기",영주 쌤 최고,윌킨슨 하려고 태어나신듯
87,5,mora***예매자,2022.02.23,조회 5,"공감 0
공감하기",사연 꼭 와주세요!!,우진 빌리 절대 못 잊을 거예요
88,5,mora***예매자,2022.02.23,조회 5,"공감 0
공감하기",잘 봤습니다,사연 꼭 와주세요
89,5,ayu***예매자,2022.02.23,조회 5,"공감 0
공감하기","빌리 4연 빨리와 주세요,",매일 난기다려 이 최뮤 오는 날
90,5,ayu***예매자,2022.02.23,조회 5,"공감 0
공감하기",이 최뮤이 최뮤,남들이 다이 최 뮤라고 하는 데에는 이유가 있습니다 공연에서만 만끽할 수 있는 연출들로 가득
91,5,ggb9***예매자,2022.02.23,조회 8,"공감 0
공감하기",결국 총막의 후기도 써야 하는 날이와 버렸습니다,삼연빌리를 보낸 지 10일이 지났습니다 너무 너무 그립고 진짜 보고 싶은 더 럼마을을 영원히 잃은 기분입니다 3년 4년 뒤에 다시 만난다 해도 다른 느낌이 들겠죠 재연 빌리를 보내고 한참을 그리워했던 그 기분에 면역이 생기지도 못했는데 이렇게 또 이별하네요 다들 건강하고 행복하셨으면 좋겠어요 빌리마이클 데 비 외 어린이 배우들이 다시는 그 역할을 못 맡지만 다시 맡을 수 있는 성인 배우 분들 책임지고 다시 돌아와 주십쇼 초연부터 함께 하신 성수 배우님 재연부터 오신 철순 배우님 재 민배우님 문주배우님 외더럼을 떠난다면 용서하지 않겠습니다
92,5,1216***예매자,2022.02.23,조회 7,"공감 0
공감하기",이 최뮤,사랑해 영원히
93,5,1216***예매자,2022.02.23,조회 8,"공감 0
공감하기",보고 싶은 빌리ㅠㅠ,그리워요
94,5,babu0***예매자,2022.02.22,조회 12,"공감 0
공감하기",이 최뮤돌아와 ㅠㅠㅠㅠ,갑좍 후기 쓰다가 우는 사람 3대 빌리사랑해 영원히 너자라나는 모습 너울고 웃는 모습 볼 수 있어서 행복했다 이 최뮤4연에서 만나요앙상블 그대로 돌아와 요 엉엉 빌리들한테는 돌아오라고 할 수가 없어서 맘이 찢어져요 홈 커밍에서 만나자
95,5,beat***예매자,2022.02.22,조회 6,"공감 0
공감하기",감동,내용
96,5,digi***예매자,2022.02.22,조회 7,"공감 0
공감하기",눈물과 감동의 빌리 엘리어트,한 장면 한 장면 지나갈 때마다 공연이 끝나 감이 느껴져서 아쉬웠던 막공마지막 커튼콜이 끝나고 강혁빌리가 혼자 서 있던 모습에 소름이 돋았다 이어서 등장한 4명의 3연빌리들 그리고 4명의 3연 마이틀 들막공의 아쉬움을 달래준 스페셜한 막 공의 엔딩 멋진 이벤트만 들어주신 제작사에게 감사드립니 다 빌리가 돌아와도 3연의 빌리와 마이클들은 돌아올 수 없기에 떠나보내는 모습이 매우 아쉽지만 그래도 4연의 새로운 빌리와 마이클들을 기다리겠습니다 안녕 빌리
97,5,unok***예매자,2022.02.22,조회 9,"공감 0
공감하기",사랑해 영원히,빌리 엘리어트 진짜 너무 사랑해 영원히
98,5,iri***예매자,2022.02.22,조회 9,"공감 0
공감하기",사랑해 영원히 빌리,이번 삼연 때 코로나 기계 고장 등으로 많은 사건이 있었음에도 불구하고 이렇게 무사히 막 공까지 보내게 되었네요 이번 빌리들은 처음부터도 너무 잘했는데 다들 다른 매력으로 자신만의 장점을 더 발전시켜낸 빌리들 같아 요 정말 어느 빌리가리지 않고 봐도 만족스러웠습니다 언제나 빌리극을 보낸다는 건 너무 슬프고 아쉬운 일이지만 조만간 꼭 돌아올 거라는 믿음으로 다시 더 럼마을로 찾아가기를 기다리겠습니다
99,5,hwscj***예매자,2022.02.21,조회 10,"공감 0
공감하기",안녕빌리..안녕!빌리!,두 단어에 모든 것을 담았다 마지막 그리고 또다시 볼거란 희망그 희망으로 또 하루를 살겠지 이번 시즌 너무나 힘들게 본 우리 모두를 위하여 쓰담쓰담해주고 다음 시즌에 또 만나게 될 새로운 빌리들을 위해 서 버티련다
100,5,yourso***예매자,2022.02.21,조회 13,"공감 0
공감하기",뮤지컬 〈빌리 엘리어트〉,사랑해 영원히 공연 기간 길다고 생각했는데 전혀 아니였죠 더 많이 볼 수 있으면 좋았을 걸 좋은 공연 덕분에 참 행복했습니다
101,5,yourso***예매자,2022.02.21,조회 10,"공감 0
공감하기",뮤지컬 〈빌리 엘리어트〉,사랑해 영원히 다시 돌아올 때까지 열심히 돈 벌면서 기다릴게
104,5,yourso***예매자,2022.02.21,조회 6,"공감 0
공감하기",뮤지컬 〈빌리 엘리어트〉,빌리 엘리어트 사랑해 영원히
105,5,min***예매자,2022.02.21,조회 7,"공감 0
공감하기",이 시대 최고의 뮤지컬,최고입니다사랑합니다 감사합니다 4대 빌리도 제대로 모시겠습니다
106,5,wjdwldud***예매자,2022.02.21,조회 7,"공감 0
공감하기",최고의 공연입니다,최고의 공연입니다
113,5,dlrk***예매자,2022.02.21,조회 10,"공감 0
공감하기",행복했어요,제 인생의 인생 뮤지컬 우진 빌리 잘 봤어요
114,5,kne0***예매자,2022.02.21,조회 10,"공감 0
공감하기",보내주기 아쉬운 뮤지컬입니다 꼭 돌아와 주세요,총막 공 최고였습니다 안녕빌리
115,5,seongh***예매자,2022.02.21,조회 8,"공감 0
공감하기",빌리들!,언제 다시 볼 수 있을까요 그립습니다
116,5,phe***예매자,2022.02.21,조회 9,"공감 0
공감하기",누군가 이 시대 최고의 뮤지컬을 묻는다면 고개를 들어 디큐브더 럼마을을 보게 하라,안 떠나 리 죽는 날까지
117,5,phe***예매자,2022.02.21,조회 9,"공감 0
공감하기",이 시대 최고의 뮤지컬..,빨리 다시 보고 싶어요 그립다 흑흑 너보고 싶어지면 어덖해
118,5,ddalgi1***예매자,2022.02.21,조회 6,"공감 0
공감하기",최고입니다,이 시대 최고의 뮤지컬 빨리 도라와 주세요
121,5,pes4***예매자,2022.02.21,조회 6,"공감 0
공감하기",최고의 뮤지컬,끝나가는 게 아쉬울 정도로 최고입니다
122,5,shm4***예매자,2022.02.21,조회 7,"공감 0
공감하기",완벽한 뮤지컬,모든 것이 완벽 햇어요
123,5,l1***예매자,2022.02.21,조회 13,"공감 0
공감하기",최고의 공연!,이 시대 최고의 뮤지컬 공연이었습니다
124,5,ohss0***예매자,2022.02.21,조회 9,"공감 0
공감하기",이 최뮤,시훈빌리의 셈막을 보고 그냥 보내기 이 쉬울 것 같아서 광기 넘치는 산책으로 표잡아서 보고 왔다 너무나 만족스러운 최고의 관극이었다
125,5,sedh***예매자,2022.02.21,조회 7,"공감 0
공감하기",빌리 엘리어트,최고의 공연 최고의 순간이였어요 다음에 다시 만나요
126,5,ois***예매자,2022.02.21,조회 8,"공감 0
공감하기",어떻게 설명해요 잘 모르겠어요,이 느낌 말로 할 수 없어요 이별이 새로운 시작이란 걸 알지만 그래도 여전히 헤어지는 건 슬프네요홈 커밍 8일 날 역대 빌리들이 빌리로써 다함께 섰던 무대는 정말 평생 잊을 수 없는 시간으로 기억될 겁니다 그래서 지금 이별이 그리 슬프지만은 않네요 어떤 모습으로 성장할지는 아무도 알지 못하지만 걸어가는 뒷모습을 응원했던 빌리의 결말처럼 3연의 빌리들을 언제 어디서나 기억하고 응원할 것입니다 사랑해 영원히 안녕빌리
127,5,pur***예매자,2022.02.21,조회 6,"공감 0
공감하기",이 최뮤,이 시대 최고의 뮤지컬 맞습니다 정말 감동적인 뮤지컬이었어요
128,5,ishim***예매자,2022.02.21,조회 4,"공감 0
공감하기",더 럼마을 사랑해!!!!!!!,너무나도 행복한 공연이었어요 더 럼마을을 어떻게 떠나나 걱정입니다 다시 올 날을 기다립니다
129,5,juhyun***예매자,2022.02.21,조회 6,"공감 0
공감하기",재밌었습니당,재밌어유
130,5,juhyun***예매자,2022.02.21,조회 6,"공감 0
공감하기",너무 좋아요,좋았어요
131,5,juhyun***예매자,2022.02.21,조회 4,"공감 0
공감하기",좋았어요,재밌어요
