,Adjectives
0,좋아하는
1,이렇
4,행복할
6,비싸고
7,화려한
8,많았지만
9,좋겠습니다
12,반했습니다
13,행복해지길
14,영원히
19,솔직한
20,후련했어요
22,좋겠네
26,행복했었습니다
27,똑똑하게
28,흠잡을
29,없고
30,완벽했
31,자연스러웠다
32,아까웠던
33,미안했던
34,새로운
35,행복했다
36,기대해
39,역시였어요
40,지루할
42,멋진
43,성장할
45,같아서
46,뿌듯합니다
48,훌륭하게
49,있다니
50,정확한
51,아님에도
52,섬세하게
53,기대합니다
54,멋있다
55,아니었음에도
60,아쉽다
64,안타까웠다
65,있다는
66,좋아하는
67,당하는
68,같지
69,대등한
70,있었으면
71,좋겠고
73,인해
74,평등하고
76,재밌어요
77,없으면
80,시끄럽게
81,아쉬워용
82,없었고
84,훌륭한
85,완벽한
86,재밌어요
89,재미있지만
90,낡은
93,시원하고
96,고마웠
97,같았습니다
100,좋겠고
102,좋겠네요
104,더해야
105,발랄하고
106,귀엽지만
107,또렷한
108,멋진
109,유쾌한
111,완벽했던
113,행복했습니다
114,없어서는
115,대단하세요
117,재밌단
118,있다는
119,이상한
120,당당하게
121,당당한
123,성한
125,탄탄한
126,아니지만
129,틀림없습니다
131,아쉽지만
132,자잘한
133,더우셨나
135,행복했어요
137,아파서
138,아쉽네요
139,경쾌하고
140,발랄하면서도
143,유쾌하기도
144,사랑스럽
146,아니어서
147,아쉬웠습니다
149,즐겁고
150,예쁜
153,좋더라
154,괜찮구요
155,재미있게
156,특별하거나
158,빠른
160,있도록
162,소중했던
165,있길
166,기대해
169,두근거림이
172,슬퍼요
174,유쾌하고
175,발랄한
176,예쁘고
177,사랑스러운
178,딱이었던
183,반했습니다
185,깊었어요
186,힘드셨던
187,있었고
188,계셨습니다
191,없다고
192,다르다고
194,행복했습니다
195,많으셨습니다
197,있죠
199,좋겠네요
201,행복해하는
203,다르지
204,멋지고
205,아름다운
206,행복했습니다
211,당연한
212,당연해질
213,좋았지만
215,멋졌습니다
217,좋을
220,멋진
221,행복했습니다
