,rating,id,date,views,like,title,text
1176,5.0,jaeeun07***예매자,2021.12.27,조회 4,"공감 0
공감하기",어두움 속에서 희망을 갖고 꿈을 이뤄내는 이야기,연말에 위로받고 힘을 얻을 수 있는 사랑스러운 공연
1177,5.0,virus***예매자,2021.12.27,조회 2,"공감 0
공감하기",재미있어요,넘버도 좋고 배우 분들 연기도 좋고 내용도 재밌는 뮤지컬 신나게 웃다 왔습니다
1178,5.0,knh20***예매자,2021.12.27,조회 2,"공감 0
공감하기",진짜 이 시대 최고의 뮤지컬,그냥 막연한 믿음
1179,5.0,crek***예매자,2021.12.27,조회 4,"공감 0
공감하기",남녀노소 재밌게 볼 수 있는 뮤지컬 정말 재밌게 봤습니다,재밌으면서도 감동이 있는 뮤지컬이에요 콩나사랑해
1180,5.0,crek***예매자,2021.12.27,조회 3,"공감 0
공감하기",정말 재밌는 창작 뮤지컬,최고에 요 정말 2시간 남짓 되는 시간 동안 재밌게 봤습니다
1181,5.0,hyemi5***예매자,2021.12.27,조회 3,"공감 0
공감하기",아너무 재미있어요,처녀 귀신성불
1182,5.0,noelan***예매자,2021.12.27,조회 3,"공감 0
공감하기",짱,또 보고 싶어요 스토리가 너무 재밌어요
1183,5.0,skdy***예매자,2021.12.27,조회 3,"공감 0
공감하기",크리스마스 날 너무 재밌었어요,아배우 분들 웃 참챌하시는 거 보고 빵빵 터졌네요 여러 번 봐도 재밌는 쿠로이 추천합니다
1184,5.0,jihyunba***예매자,2021.12.27,조회 3,"공감 0
공감하기",역시 쿠로이,너무 너무 좋아요 보고 나오면 정말 행복해지는 극쿠로 이 최고
1185,5.0,noelan***예매자,2021.12.27,조회 3,"공감 0
공감하기",감동 스토리,동생이랑 크리스마스에 봤는데 너무 재밌었어요 유쾌하고 따뜻해 요짱
1186,5.0,dltmfrl7***예매자,2021.12.27,조회 2,"공감 0
공감하기",오에스티 내주세요,오에스티 내주세요 너무 좋아요
1187,5.0,lyo***예매자,2021.12.27,조회 2,"공감 0
공감하기",재밌어요,웃음과 감동이 다 있어요
1188,5.0,redblue0***예매자,2021.12.27,조회 2,"공감 0
공감하기",좋아요,좋아요
1189,5.0,alrzlvos***예매자,2021.12.27,조회 2,"공감 0
공감하기",웃 참챌,웃음터지는 거참느라 혼났네요 입큰해 웅이 너무너무 귀엽죠
1190,5.0,rom***예매자,2021.12.27,조회 2,"공감 0
공감하기",너무 재밌어요,행복하게 웃을 수 있는 극이라 너무 너무 좋았어요 추천합니다
1191,5.0,moonsy1***예매자,2021.12.27,조회 2,"공감 0
공감하기",지인들에게 보여주고 싶은 공연입니다,너무 잘 보고 있고 따뜻하고 유쾌한 극이라 지인들 보여주고 싶습니다 약속 이행 쿠폰 나눠주신 게재 관람 할 인증빙 대체가 되면 지인들 보여주기가 더 좋을 것 같아요 재관람 할 인도 비싼 편이지만요
1192,4.0,redblue0***예매자,2021.12.27,조회 12,"공감 0
공감하기",좋은 극이지만 아쉬움이 많네요,트라이아웃 때부터 좋아하던 극인데 오케도 없어지고 몇몇 배우님들이 너무 과도한 개그 욕심을 부리시는 것 같아요 조금 더 극에 충실해주셨으면 좋겠고 극과 관련 없는 애드립은 삼가 해주셨으면 좋겠습니다 그래도 쿠로이는 쿠로이고 재밌습니다
1193,5.0,kjmin***예매자,2021.12.27,조회 2,"공감 0
공감하기",유쾌함이 가득,덕분에 즐거운 연말 너무도 추운 날이었지만 행복하게 웃다 보니 추운지도 모르고 돌아왔습니다 따스한 여운이 가득한 쿠로이저 택 너무 좋아요
1194,5.0,alrzlvos***예매자,2021.12.27,조회 2,"공감 0
공감하기",추위 뚫고 보러 간 보람이 있었어요,너무 너무 재밌게 봤어요
1195,5.0,msy0***예매자,2021.12.27,조회 2,"공감 0
공감하기",딥디 주세여공연 기간 너무 짧아서슬퍼요,끝나간다는 게 벌써 슬퍼요 띵극인데
1196,5.0,arys***예매자,2021.12.27,조회 2,"공감 0
공감하기",쿠로이저택,이번 시즌 첫 방문인데 볼 때마다 참 좋은 극이라는 생각이 들어 요 뮤지컬에 익숙하지 않은 친구나 가족 누구든 데려와도 재밌게 볼 수 있을 것 같습니다기간이 다소 짧은 것 같아 아쉬워요
1197,5.0,krom***예매자,2021.12.27,조회 2,"공감 0
공감하기",나현옥 희너무 귀여워,애기 연기도 너무 잘하고 지 박령 연기도 넘 잘하는 나현옥 희 최고
1198,5.0,moonsy1***예매자,2021.12.27,조회 2,"공감 0
공감하기",최고의 뮤지컬,꼭 내주세요나올 때까지 성불 못할 것 같아요
1199,5.0,moonsy1***예매자,2021.12.27,조회 2,"공감 0
공감하기",유쾌함 속의 따뜻함,서사 넘버 연출 배우들의 연기 어느 하나 빠지는 것 없이 완벽한 뮤지컬입니다 따뜻한 이야기 사이사이센스 있는 유쾌함이 매력적인 뮤지컬입니다 연말연시 지인들과 관람을 추천합니다가 꼭 나왔으면 좋겠어요
1200,5.0,anso1***예매자,2021.12.27,조회 2,"공감 0
공감하기",신나는 두 시간이었습니다,넘버와 배우들 연기가 너무 좋았어요
1201,5.0,yoonhj***예매자,2021.12.27,조회 2,"공감 0
공감하기",재밌어요,노미네이트도 된 작품이던데 자둘 할 것 같아요
1202,5.0,hanseul***예매자,2021.12.27,조회 3,"공감 0
공감하기",쿠로이짱,내용
1203,5.0,suejh***예매자,2021.12.27,조회 2,"공감 0
공감하기",쿠로이,재밌게 잘 봤습니다
1204,5.0,sojung991***예매자,2021.12.27,조회 2,"공감 0
공감하기",최고의 공연,쿠로이는 역시 쿠로이 가족들이랑 봤는데 다들 재미있었대요 평소보다 애드립도 많아서 재미있던 공연
1205,5.0,mymythol***예매자,2021.12.27,조회 2,"공감 0
공감하기",쿠로이저택엔 누가 살고 있을까,요근래 본 창작 초연 중에 최고였어요 정말 추웟는데 캐슷 조합 너무 좋아서 추위를 뚫고 갔는데 그럴 보람이 잇었습니다 신나게 웃다가 나중엔 감동받아 서울 엇어요 최고의 크리스마스 선물이었습니다
1206,5.0,chaerin***예매자,2021.12.27,조회 2,"공감 0
공감하기",웃기고 재밌어요,쿠로이 재밌다
1207,5.0,gd6***예매자,2021.12.27,조회 2,"공감 0
공감하기",쿠로이,재밌어요
1208,5.0,dldkg***예매자,2021.12.27,조회 2,"공감 0
공감하기",정욱진짱,욱진짱
1209,5.0,shyl1***예매자,2021.12.27,조회 2,"공감 0
공감하기",정욱진,해웅이짠
1210,5.0,tuo***예매자,2021.12.27,조회 3,"공감 0
공감하기",쿠로이,재미있어요
1211,5.0,tuo***예매자,2021.12.27,조회 2,"공감 0
공감하기",재미있어요,쿠로이 좋아요
1212,5.0,coowooh***예매자,2021.12.27,조회 2,"공감 0
공감하기",보면 볼수록,재미있어 요 최고에요
1213,5.0,tuo***예매자,2021.12.27,조회 2,"공감 0
공감하기",재미있어요,쿠로이 최고
1214,5.0,tempori***예매자,2021.12.27,조회 2,"공감 0
공감하기",재밌요,최고야
1215,5.0,1020***예매자,2021.12.27,조회 2,"공감 0
공감하기",오늘 이날이네,레 전 찍은 날 경력직 페어 정말 최고네요
1216,5.0,pappy***,2021.12.26,조회 8,"공감 0
공감하기",왜 이제 봤나,너무 즐거웠고 보고 나와서 바로 또 예매했어요 너무 늦게 봐서 후회하는 중
1217,5.0,tlsgpwls0***예매자,2021.12.26,조회 6,"공감 0
공감하기",너무 재밌고 따뜻한 작품입니다,너무 유쾌하고 즐겁고 재밌습니다 배우님들의 연기와 캐릭터들의 케미들도 너무 좋고 따뜻한 작품입니다쿠로이 보면서 많이 힐링했습니다
1218,5.0,strong***예매자,2021.12.26,조회 6,"공감 0
공감하기",마음이 훈훈해지는 멋진 작품,옥희와 해웅이처럼 우리의 모든 일이 결국엔 잘 풀리면 좋겠다 이 시기에 보던 오당잠이 생각나는 재미있고 따뜻한 작품이 다홍나 현옥희장욱진해웅 한보라가 네코아 기귀신원종환 아저씨 선관 귀신 김지훈 요시다 처녀 귀신환두현 노다장군 귀신
1219,3.0,dldmsrb***예매자,2021.12.26,조회 15,"공감 0
공감하기",재밌게 관람했습니당,내용
1220,5.0,rlawlsgk0***예매자,2021.12.26,조회 5,"공감 0
공감하기",크리스마스 쿠로 이짱,크리스마스에 걸맞는 따듯해지고 재밌어요짱
1221,5.0,seramin0***예매자,2021.12.26,조회 7,"공감 0
공감하기",크리스마스에도 쿠로이,가족들과 즐거운 시간 보냈습니다 좋은 공연감사드려요
1222,5.0,cyb***예매자,2021.12.26,조회 15,"공감 0
공감하기",아쉬웠지만 역시,배우님들의 파워가 예전보다 조금 약했지만 역시 최고의 창작 뮤지컬 중 하나입니다 보시기를 적극 추천
1223,5.0,jkchus***예매자,2021.12.26,조회 6,"공감 0
공감하기",크리스마스 공연 넘좋았어요,홍나현 한보라배우님 케미 넘 좋아요
1224,5.0,jkchus***예매자,2021.12.26,조회 4,"공감 0
공감하기",홍나현 배우님 보러 갔습니다,노래 연기 무엇 하나 빠지지 않는 홍나현 배우님
1225,5.0,jkchus***예매자,2021.12.26,조회 6,"공감 0
공감하기",한보라 배우님 믿고 봅니다,송나영 배우님 처음 보는데 너무 노래 잘 부르시더라고 요성량이 짱짱해서 좋았어요 최민우 배우님 김남호 배우님 너무 웃기고 한보라 배우 님 너무 좋아요
1226,5.0,thdsnf***예매자,2021.12.25,조회 6,"공감 0
공감하기",크리스마스 에 어울리는 따뜻한 작품,크리스마스에 기분 좋게 웃을 수 있는 따뜻한 작품이에요 배우들의 훌륭한 연기와 넘버 누구나 한 번쯤은 보면 좋을 것 같은 행복한 작품인 것 같아 요 극장은 갈 때마다 밖에서 줄 서서 기다려야 해서 그건 좀 별로에요
1227,1.0,hee9966***예매자,2021.12.25,조회 56,"공감 0
공감하기",최악,일단 뮤지컬 배우들 연기는 너무 좋았습니다크리스마스라 주차가 매우 힘들었어요 공연한 시간 전에 왔는데도 주차가 진짜 힘들더라고요 그래서 남편은 입장이 늦어질 것 같아서 제가 먼저 가서 들어가기 전에 매표소에서 한번 문진표 검사하시는 직원 분한테 두 번 늦어진 사람은 어떻게 하냐 물어봤더니 같이 앉진 못하지만 지연석이 따로 있다고 하셔서 다행이다 싶어 먼저 들어갔습니다 못 들어간다고 하셨으면 전 관람하지 않고 함께하는 크리스마스니같이 그냥 포기했을 거예요 늦은 건 저 희의 잘못이니깐요 그런데 20분 후 남편이 왔더니 자리에 꽉 차서 못 들어간다고 했다더군 요애초에 저한테 지연석은 4자리뿐이라고 꽉 차면 못 들어간다고 하셨으면 전 들어가지 않았을 거예요저한테는 그냥 지연석 있으니 같이는 못 앉지만 볼 수 있다고 하셔서 들어간 건데 남편은 2시간 동안 밖에서 기다리고 전 다른 관객분들한테 피해갈 것 같아서 나가지도 못했습니다 결혼 후 첫 크리스마스이고 코로나로 몇 달 만에 데이트를 한 건데 한 명은 밖에서 기다리고 한 명은 안에서 뮤지컬을 관 람하는데 사실 집중이 하나도 안 됬습니다 진짜 뛰쳐나가고 싶었습니다 88000원 금액에서 20 프로 환불해 주셨다고 하네요
1228,5.0,e***예매자,2021.12.25,조회 12,"공감 0
공감하기",감동적이었어요,비극적인 이야기를 유쾌하게 풀어내서 웃긴 데슬프 고 감동적이었네요
1229,5.0,aish***예매자,2021.12.25,조회 9,"공감 0
공감하기",완전 재밌어요,요새 너무 팍팍했는데 간 만에 신나게 웃으면서 스트레스 날렸습니다 항상 감사해요
1230,5.0,cute3***예매자,2021.12.25,조회 12,"공감 0
공감하기",웃고 울고 편하게 즐길 수 있는 뮤지컬,배우 분들 다 너무 잘하시고 마냥 웃기지만도 않아서 좋았어요 부모님 모시고 또 보러 갈 거에요
1231,5.0,awse7***예매자,2021.12.25,조회 12,"공감 0
공감하기",레전드,안보는 사람들 없었으면 좋겠네요
1232,5.0,fg1***예매자,2021.12.24,조회 22,"공감 0
공감하기",쿠로이는 역시 실망시키지 않아요,개인적으로 이번 페엉 남 배우 분은 조금 아쉬웠지만 다른 분들은 역시 믿고 보는 쿠로이에요
1233,5.0,yesonkim12861***예매자,2021.12.24,조회 16,"공감 0
공감하기",믿고 보는 쿠로이,쿠로이 보고 오면 너무 감동받고 재미도 있어서 행복해지는 것 같아요 얼마 남지 않았다는 게 너무 슬픕니다 129402 괜히 한 뮤어 최다 노미네이트된 게 아닌 것 같아 요 행복해지고 싶을 때 웃고 싶을 때 위로받고 싶을 때 쿠로이로 오세요 128151128151
1234,5.0,rebecca***예매자,2021.12.24,조회 18,"공감 0
공감하기",넘버가 좋아요,너무 재밌고 배우 분들도 넘넘 잘 하세요
1235,5.0,chib***예매자,2021.12.24,조회 13,"공감 0
공감하기",재밋어요,중계로도 보고 싶어요
1236,5.0,hjkwo***예매자,2021.12.24,조회 28,"공감 0
공감하기",쿠로이저택보고 오면 처져 있는 기분도 업업,추운 날씨에 피곤에 쩔어 있는 직장인 그럴 때는 쿠로이저택엔 누가 살고 있을까를 보면 됩니다스토리도 재밌지만 1인 다역하는 배우들의 열연과 넘버소 화력 정말 갑오브갑이 거 보고 너무 재밌어서 공연 안보는 친구선물로 보여줬는데 저와 같은 생각이더라구요 또 보러 갈 겁니다
1237,5.0,ge0***예매자,2021.12.24,조회 44,"공감 0
공감하기",서서히 쌓아 올려서 빵 터지는 맛,최민우 해웅님 진짜 캐릭터 너무 잘 살리신 듯 다른 배역들도 진짜 다 쏟아 부어서 연기하시는데 단단하세 쌓아 올려지는 웃은 포인트들에 정신 못 차리고 웃다 왔네요 너무 과하지 않는 웃음과 스토리 비율도 기가 막혔습니다
1238,5.0,helen***예매자,2021.12.24,조회 25,"공감 0
공감하기",2021년 최고의 뮤지컬,갓 극이다
1239,5.0,gnlals***예매자,2021.12.23,조회 16,"공감 0
공감하기",너무 좋아요,진태화짱
1240,5.0,subin415***예매자,2021.12.23,조회 25,"공감 0
공감하기",다들 쿠로이보세요,제발 보세요 연말과 새해엔 따듯한 코믹 힐링극 쿠로이저택엔 누가 살고 있을까 플러스 씨어터 202219
1241,5.0,piri***예매자,2021.12.23,조회 19,"공감 0
공감하기",쿠로이잼 써요,찐해웅잼 있고 나현밴 귀엽고 노래 잘 부르고 보라가 네코 노래 진짜 잘 하시네용 예전에 온라인으로 대충 봤는데 역시 뮤지컬은 현장이 에 용애드립도 좋고 연기 노래 모두 최공 최공갓 극갓극
1242,5.0,allthethi***예매자,2021.12.23,조회 21,"공감 0
공감하기",쿠로이 쿠로이,오랜만에 보는 쿠로 이어제는 소소한 참사가 가득한 날이라 즐거웠습니다 배우 분들도 웃음터진 것 같더라고 요웃음과 울음감동과 희열이 가득한 쿠로이 보러 오세요
1243,5.0,clala0***예매자,2021.12.23,조회 23,"공감 0
공감하기",쿠로이저택,검다 어둡다라는 일본어의 쿠로이저택에서는 무슨 일이 벌어졌을까 일제강점기의 마음 아픈 이야기들을 유쾌하면서도 가볍지 않게 풀어내서 정말 좋았어요
1244,5.0,clala0***예매자,2021.12.23,조회 14,"공감 0
공감하기",쿠로이저택으로 와요,욱진해웅 최고 절벽 위검은 집 여긴 쿠로이 여긴 쿠로이 막연한 믿음풍금소리를 타고 등등 넘버들도 계속 맴돌고 주제부터 구성까지 진짜 잘 짜인 극이에요
1245,5.0,opo***예매자,2021.12.23,조회 14,"공감 0
공감하기",쿠로이 최고,쿠로이덕 후로 서 계속 봐도 재밌습니다 볼 때마다 웃음 터져요
1246,5.0,opo***예매자,2021.12.23,조회 16,"공감 0
공감하기",쿠로이 최고,쿠로이 너무 재밌어요 다들 합도 너무 잘 맞고 귀여워요
1247,5.0,sjflr***예매자,2021.12.23,조회 18,"공감 0
공감하기",다시 또 보고 싶은 공연,오랜만에 많이 웃고 재미있게 보고 왔습니다
1248,5.0,ksr***예매자,2021.12.23,조회 15,"공감 0
공감하기",말 그대로 강력 추천,연달아 봐도 질리지 않는 공연 감동 눈물 재미 웃음 포인트가 볼 때마다 다르니 어찌 놓칠 수 있을까 여력이 된다면 매번 보고 싶다
1249,5.0,chib***예매자,2021.12.23,조회 19,"공감 0
공감하기",재밌어요,민우나 현 배우 중계도 해주셨으면
1250,5.0,tlgja10***예매자,2021.12.23,조회 14,"공감 0
공감하기",재밌어요,재밌습니다
1251,5.0,gusd***예매자,2021.12.22,조회 15,"공감 0
공감하기",쿠로이 최고,창작산실로 올라왔을 때 처음 보고 무대 연출이나 넘버에 반해서 본 공연 올라오기를 기다렸는데 올라와서 너무 좋구 배우들도 너무 짱짱해서 더 좋아요
1252,5.0,gpfksz***예매자,2021.12.22,조회 12,"공감 0
공감하기",재밌어요,너무나 기분 좋게 보고 왔습니다
