Adjectives
"['좋', '안타깝']"
['좋']
['재미있']
[]
[]
['좋']
['재밌']
[]
"['힘들', '아쉽', '재밌']"
[]
['재미있']
[]
[]
['즐겁']
['재밌']
[]
['재밌']
[]
['재밌']
[]
[]
['좋']
['좋']
"['좋', '멋지', '좋']"
"['같', '많', '그렇', '그렇', '아쉽']"
[]
[]
[]
[]
[]
"['좋', '아쉽']"
[]
"['어떻', '슬프', '아름답']"
"['좋', '아쉽', '고맙']"
['멋지']
['재밌']
['재미있']
[]
[]
"['달르', '좋', '좋']"
[]
['재밌']
['새롭']
"['같', '재미있']"
"['좋', '없', '아쉽', '좋', '좋']"
[]
[]
"['즐겁', '즐겁']"
[]
[]
[]
['좋']
[]
['되']
"['멋지', '멋있', '귀엽', '고맙', '벅차', '아쉽', '같']"
['아쉽']
['재밌']
['멋지']
"['재밌', '좋']"
[]
[]
[]
[]
[]
[]
['재밌']
[]
['좋']
[]
['아쉽']
[]
[]
['좋']
['재밌']
['잘생기']
"['아쉽', '많', '재미있', '많']"
[]
[]
[]
[]
['재밌']
[]
[]
"['힘들', '재밌', '아쉽']"
[]
[]
[]
[]
[]
['아쉽']
['좋']
[]
[]
['없']
"['좋', '같']"
['즐겁']
['슬프']
"['재밌', '아쉽']"
"['재밌', '아쉽']"
['좋']
[]
['아쉽']
[]
"['아쉽', '많']"
[]
[]
"['재밌', '까지']"
"['좋', '길', '쉽']"
[]
['같']
['멋지']
"['재밌', '좋']"
"['재미있', '재미있']"
"['좋', '없', '재밌', '같']"
['재미있']
[]
[]
"['재밌', '적']"
[]
"['멋지', '싫']"
"['없', '재밌']"
[]
"['재밌', '재밌']"
"['좋', '좋', '멋지']"
"['늦', '아쉽', '재미있', '멋지']"
"['없', '엄청나']"
[]
"['같', '이렇']"
"['아쉽', '빠르', '좋', '좋']"
[]
[]
"['다르', '같', '젊', '달르', '편하', '아프', '좋']"
[]
['좋']
['재미있']
['재밌']
[]
['좋']
[]
[]
[]
['재미있']
[]
['아쉽']
[]
"['없다', '아깝', '좋', '좋']"
['즐겁']
"['없', '좋', '좋']"
"['좋', '즐겁']"
"['이렇', '같', '없']"
['즐겁']
[]
[]
"['멋지', '멋지']"
"['많', '힘들', '좋']"
['좋']
[]
[]
"['좋', '굳']"
[]
['아프']
['좋']
[]
['좋']
[]
['좋']
[]
['다르']
"['손쉽', '부드럽', '없', '굳세', '어질', '같']"
[]
[]
"['좋', '즐겁']"
[]
['아쉽']
"['재미있', '좋']"
['다르']
"['재밌', '좋', '좋', '아쉽']"
['없']
['재밌']
['아쉽']
[]
[]
[]
['슬프']
[]
['재밌']
[]
['좋']
['아쉽']
[]
"['그렇', '가볍', '좋', '괜찮', '심하', '그렇', '가볍', '좋', '괜찮', '심하', '가볍', '좋', '괜찮', '심하', '그렇', '가볍', '좋', '괜찮', '심하', '그렇', '가볍', '좋', '괜찮', '심하']"
"['재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌', '재밌']"
"['같', '아쉽', '좋']"
['같']
['재미있']
[]
[]
['죠']
[]
[]
['재밌']
[]
"['재밌', '좋']"
"['없', '속상하']"
"['좋', '길', '검', '멋있']"
['좋']
[]
['좋']
['재미있']
['좋']
"['멋지', '많']"
[]
['같']
[]
[]
[]
['재미있']
[]
[]
[]
['잘생기']
['재밌']
[]
[]
[]
[]
[]
[]
"['이렇', '좋', '좋', '좋', '슬프', '좋']"
[]
[]
[]
['재미있']
[]
['재밌']
"['같', '멋있', '예쁘', '즐겁']"
"['좋', '좋', '좋', '좋']"
[]
[]
[]
[]
[]
"['이렇', '좋', '늦', '아쉽']"
[]
[]
['좋']
