Nouns
조국애
적국
원수
사랑
번뇌
나일강
아이
아이
조국
누비아
향
노예
애
합창
이
속
사랑
피어
수
조국
그
운명
가슴
여운
여인
이
사랑
세계
우린
그
별
캐스팅
중
가장
아이
로
분한
소냐
그녀
가창력
연기
기대
이상
안정감
힘
고음
세포
하나
하나
소름
연기
또한
아이
그
자체
온
몸
공명
기관
그
소리
배우
발성
음악
성의
관람
전혀
흐름
아이
수
주인공
더
비중
가슴
것
이집트
온
누비아
백성
피
울음
노예
빛
몸부림
계산
안무가
그것
몸
메세지
전달
가장
격동
절박
언어
이
구음
다른
음향
의존
절규
효과음
것
이보
더
가슴
표현
수
무엇
아프리카
원색
컬러
화색
곳
이집트인
무대
미술
내
뮤지컬
중
단연
으뜸
브로드웨이
뮤지컬
패션쇼
장면
수영장
씬
더욱
아이
볼거리
거리
온
몸
감각기관
살
베스트
오브
베스트
뮤지컬
그냥
역시
뮤지컬
번
음
공연
열정
모습
모든
곡
스토리
아이
날
배우
컨디션
최고
스토리
배경
의상
넘버
아이
김준현
배우
차지연
배우
정선
배우
연기
또
다시
보고
노래
군무
최고
디즈니
어른
눈높이
뮤지컬
노래
퍼포먼스
더
기억
컨디션
그동안
것
배
절절
감정
라다
메스
덕분
가장
더
감동
아이
막공
만
지휘
박
칼론
감독
열정
오케스트라
걸
절규
앙상블
선
암
리스
기윤
조세르
철완메렙
관중
환호성
감동
배
아이
모두
막공
모든
것
이상
감성
마지막
밤
늘
차
김
최
커플
엮어서
처음
차지연
최수형
조합
아이
왜
마지막
후회
정도
대사
톤
노래
소리
공연
아이
의
모든
외적인
요소
앙상블
음
몇번
말
겨울
한번
보고
공연
보지
마지막
공연
날
시간
캐스팅
캐스팅
공연
관람
막
공이
혹시
분위기
걱정
배우
정말
모든
것
불
느낌
정도
노래
연기
최선
최고
기량
객석
반응
폭발
제
기억
최고
공연
기억
것
역시
남녀
주인공
하모니
소름
무대
조명
의상
넘버
정말
공연
오늘
차지연
김준현
배우
막공
래서
평소
더
감미
꼭
다시
공연
이번
시즌
버전
도
꼭
기대
토요일
저녁
공연
주인공
소냐
캐스팅
그날
마직막
공연
엔딩
펑펑
시작
저
눈물
연기
노래
내용
뮤지컬
부모님
뮤지컬
요
감동
배우
노래
연기력
주위
추천
차지연
아이
역쉬
차지연
뿐
출연
진
모두
장난
시간
지난
공연
감솨
정말
아이
공연
말
공연
층
관람
무대
전체
구조
앙상블
퍼포먼스
눈
귀
아이
라다
메스
가슴
절절
사랑
이야기
정말
푹
정선
배우
무대
장악
정말
정도
정말
아앙
일주일
감명
정말
대박
작품
최수형
처음
공연
소냐
원래
때
노래실력
전
개인
아이
공연
기대
인지
공연
근대
무대
눈
의상
또한
담
무대
예술
한번
더
공연
최수형
처음
공연
소냐
원래
때
노래실력
전
개인
아이
공연
기대
인지
공연
근대
무대
눈
의상
또한
담
무대
예술
한번
더
공연
무대
연출
인상
수준
배우
연기력
최고
뮤지컬
아이
꼽
것
꽤
공연
막공
하루
무대
매우
역
적
음악
연출
노래실력
무엇
하나
공연
번
다시
캐스트
순
공연
차준
정
페어
공연
무대
조명
소품
의상
넘버
모든
공연
아이
라다
메스
사랑
이야기
리스
이야기
역시
기억
일단
자체
젠
막
더
이상
볼
순
얼른
다음
다시
아이
정말
언제
실망
아이
무대
음악
조명
군무
뭐
하나
곳
최고
공연
시
리스
처음
소냐
아이
수형
라다
메스
조합
언제
막
못
재연
언제
요
지인
시간
좀처럼
혼자
공연
김준현
차지연
무대
정말
환상
기립박수
절로
공연
뻔
우연
기회
소식
접
막
기전
관람
연출
혼
다한
출연자
연기
정말
보고
공연
시간
중
공연
마지막
날
가게
아이
역
소냐
성량
압도
리스
주역
안시
하씨
매력
무대
연출
현대
고대
접목
안무
다만
공연
라다
메스
장군
역
최수형
목
상태
것
공연
정말
만
뮤지컬
기대
이상
감동
앙상블
조합
배우
연기
뮤지컬
아이
대한
지식
별로
뮤지컬
내용
전달
무엇
노래
배우
감정
호흡
뿐
만
이집트
무대
배경
표현
것
오래오래
뇌리
기억
뮤지컬
아이
타임세일
잡고
토욜
낮
공연
차지연
아이
김준현
라다
메스
정선
리스
이정열
조세르
전
캐스팅
이정열
조세르
소득
요
개인
취향
차지연
김준현
최수형
제
취향
위
분
결코
순
나름
색깔
말
차지연
아이
다가
예복
춤
정상
이번
목
무리
가지
나름
다른
색깔
살짝
부
공연
이후
위해
것
배우
스스로
조절
줄
생각
정동진
조세르
성기윤
조세르
경험
이번
이정열
조세르
색깔
역시
다른
색깔
젤
것
개인
취향
힘
살짝
암투
병
중이
시
파워
그게
더
조세르
아버지
항상
아이
보고
온
몸
진
정도
내
숨
정도
이집트
돌
무덤
이번
아이
이제
언제
엉엉
번
보지
로
아이
의
돌
무덤
굿타임
일로
지방
살
표
아이
최수형
라다
메스
안시
리스
성기윤
조세르
자체
공
최수형
보고
리스
안시
배우
처음
정선
리스
개인
취향
매력
표현
안시
리스
결코
명불허전
최수형
라다
메스
김준현
라다
메스
달리
소년
감동
가족
뮤지컬
아이
보고
주인공
출연
진
모두
안정
연기
노래
솜씨
뮤지컬
매력
푹
실감
나
무대
장치
남녀
주인공
사랑
이야기
마지막
장면
눈물
나
걸
이번
뮤지컬
계기
다른
뮤지컬
자주
예정
두
편의
뮤지컬
예매
놨구
종영
다음
다시
공연
소식
주저
아이
공연장
예정
가족
끼리
연인
끼리
누구
최고
뮤지컬
다른
뮤지컬
조명
무대
장치
신경
출연
진
노래실력
볼거리
추천
마지막
공연
보고
역시
명성
정말
최고
작품
공연
보고
일단
주연
배우
연기
노래실력
조명
연출
앙상블
군무
호흡
눈
작품
정말
왜
이제
이
작품
후회
다음
공연
꼭
다시
한번
보고
작품
아이
역
소냐
노래
공연장
전체
정도
리스
역
정선
정말
세계
최고
리스
라다
메스
역
최수형
안정
노래실력
자
세르
역
성기윤
캐릭터
소화
메렙역
박철
완
정말
메렙
캐릭터
소화
의
감초
역할
앙상블
합창
군무
역대
사상
최고
해도
실력
정말
생각
다음
다시
한번
꼭
보고
작품
봄
찌뿌둥
일상
봄
기운
에너지
잔뜩
준
뮤지컬
아쟈
아이
다가
돌
무덤
역시
기대
저
조금
더
앞
좌석
더
정말
최고
공연
것
리스
정선
배우
예전
이번
공연
통해
정말
정선
배우
왕
팬
다른
배우
이번
공연
단연
리스
역
보컬
유머
겸비
정선
배우
주인공
개인
사정
겨우
마지막
날
마지막
볼
수
정말
다행
것
조금
아주
조금
아이
라다
메스
사랑
급박
전개
노래
생각
감동
것
두
배우
보컬
개성
보컬
감동
점
정말
노랜데
예전
옥주현
게
더
마음
어쨌든
최고
다음
재연
또
완성
공연
배우
컨디션
군무
호흡
연출
음악
모든
막
공이
게
만큼
기억
공연
것
두번째
공연
역시
아이
요
볼거리
감동
모두
공연
보지
평생
후회
정도
내용
군무
음악
배우
연기
연보
순간
순간
최고
공연
친구
추천
아이
마지막
공연
처음
접
수가
진작
볼걸
소냐
불
연기
노래
울음
터
트리
다시
아이
공연
공연
선사
기획사
외
모든
분
감사
여자친구
처음
뮤지컬
아이
배우
열연
관객
문화
더욱
공연
완전
정말
정말
정말
대박
차지연
배우
김준현
이정열
배우
카리스마
모습
정선
모습
때론
슬픔
카리스마
배우
정말
앙상블
군무
음향
조명도
무대
모두
감탄
정말
이
작품
정말
다행
더블캐스팅
번
관람
공연
배우
열연
공연
무대셋팅
도
그동안
공연
감사
조명
무대
공연
층
관람
개월
시간
배우
목
상태
컨디션
끝
모습
공연
기억
모두
수고
부모님
어버이날
선물
겸
예매
석
관람
못
정말
보고
첫
장면
무대
색채
감
배경
관객
눈
후반
부로
수록
스토리
