,Rating,Id,Date,views,like,Title,Text
2263,5,changdo2***예매자,2020.08.09,조회 37,공감 2공감하기,준다 끝내 볼거리 풍성한 뮤지컬라이브 후기,연기도 노래도 춤도 완벽했다고 생각해요 한 분 한 분마다 자신의 모든 것을 쏟으며 얼마나 열심히 준비하셨는지가 느껴졌어요 저도 함께 춤추고 싶었을 정도로 재밌고 흥겹게 보고 갑니다 뮤지컬 배우님들을 잘 몰랐는데 서경수님과 제이민님의 매력에 푹 빠졌어요 헣 짱짱 또 한 번 보고 싶은 뮤지컬 썸씽로튼이었습니다
2264,5,jmsoio0***예매자,2020.08.09,조회 45,공감 3공감하기,너무너무너무 재밌어요,시츠프로브때부터 기대했는데 멋있고 유쾌하고 재밌어요 넘버들이 계속 귀에 맴돌아요
2265,5,wsy***예매자,2020.08.09,조회 51,공감 3공감하기,뮤지컬을 위한 뮤지컬,오랜만에 서배우의 복귀라 관람 전부터 기대를 많이 했었다뮤지컬이 시작되고 초반에는 이해하기 어려운 스토리 였으나 후반부로 가면서 썸씽로튼이 뮤지컬을 위한 뮤지컬이라는 것을 알게되었다배우들의 멋진 앙상블과 멋진 포퍼먼스까지 서배우를 보러 갔다가 모든 배우들의 팬이 되었다썸씽로튼 파이팅
2266,5,osanzzang@hanmail.***예매자,2020.08.09,조회 50,공감 3공감하기,유쾌상쾌통쾌 썸씽로튼,보는 내내 흥겹고 유쾌했던 작품이었다뮤잘알들을 위한 뮤지컬로 온갖 뮤지컬 패러디 총 출동아는 사람은 웃고 모르는 사람은 어리둥절하지만 유명 넘버가 주를 이루어 모두 즐길 수 있는 작품이다근엄하고 진지한 줄로만 알았던 윌리엄 셰익스피어가 근자감에 병맛덩어리라니 등장만으로도 너무 웃겼다 극을 이끌어가는 닉 바텀의 에너지도 너무 좋았고 나중엔 고집불통으로 점점 변해가긴 했지만 태어날 아이와 아내 동생을 위하는 마음만은 느껴져 안타깝기도 하고 이해가 갔다 특히 아내 비아의 역할이 기존 작품에선 보기 힘든 주체적이고 호탕하고 당당한 멋진 캐릭터라 더욱 좋았다 관대하기까지 하고 그녀의 현명한 거래로 모두가 행복해 졌으니 기쁘지 아니한가 포샤도 이름답게 청교도 아버지의 말을 무조건적으로 따르는 것이 아니라 자기 의견을 내는 것이 멋졌다
2267,4,jwh92***예매자,2020.08.09,조회 73,공감 3공감하기,두시공연 음향사고있었지만 괜찮았어요라이브 후기,프리뷰라 큰기대안했는데 시츠프로브때보다 훨씬더 잘하시더라구요이극의 가장큰 장점이자 단점은 뮤지컬에대한 레퍼런스들인데알면 알수록 재밌고 반갑지만 모르면 그냥 모르는대로 지나갈듯극 자체가 영어를 기반으로한 말장난 유머가 많아서 번역의 한계가 있지만 그럼에도 포인트 살리려는 노력이 많이 보여서 즐거웠어요오늘 음향사고 조금 있었는데 특히 오믈렛넘버에서 계란 솔로 여자 배우분 성함은 모르지만 속상하셨겠어요 마이크가 안켜져서어떻게보면 뮤지컬과 오믈렛 둘다 이극의 간판 넘버인데 이렇게 사고나서 되게 아쉬웠어요추가로 오늘 앞자리 관객분 너무 큰체구라 1막때 시야블로킹 너무심해서 인터미션때 어셔분께 다른 빈자리 있음 옮겨달라 요청드렸는데 친절하게 잘 대응해주셔서 너무감사했습니다
2268,5,jean3***예매자,2020.08.09,조회 45,공감 2공감하기,조아여라이브 후기,조아여
2269,1,alsrl1***예매자,2020.08.09,조회 117,공감 1공감하기,이걸 기립박수를 친다고라이브 후기,내용 전개 완전 미흡 지루함홍보는 코미디작인데 도대체 어디서 웃어야하나요망한 개콘을 보는게 더 재미있겠네요
2270,5,soul3***,2020.08.09,조회 64,공감 3공감하기,한번만 볼수가 없네요,재관람 예매했어요
2271,5,ihj0***예매자,2020.08.09,조회 80,공감 3공감하기,재관람 예매하러 갑니다,내용이 신선하고 너무 유쾌해요뮤덕까진 아니지만 나름 다양한 뮤지컬을 관람했었는데 관람하는 도중에 또보고싶다는 생각을 한 건 처음이었어요프리뷰회차라서 조금 어색한 부분이 있을 것도 감안했는데 전혀 그렇지 않더라구요은광님 연기도 너무 잘하시고 노래를 잘하는건 알았지만 기대 이상으로 더 잘 하시고리사님 마이클리님 박건형님은 역시 잘 하십니다곽동연님은 뮤지컬 데뷔라고 들었는데 데뷔작 첫공인데도 너무 잘 하시더라구요극 연출 앙상블 넘버까지 다 좋았습니다
2272,5,myhop***예매자,2020.08.09,조회 78,공감 4공감하기,웰컴투르네상스,올해 공연한다고해서 작년에 내한공연도 봤습니다 내한때도 정말 즐겁게 봐서 기대하고 첫공을 봤습니다 첫공인데도 이 자연스러움 뭐죠 로딩 완료된 모습이었네요 서경수배우님 이번에 리즈 갱신하신거 같아요 마성의 윌이었습니다 김법래배우님  범래배우님 아닌 노스트라다무스는 생각이 안날정도네요 이지훈배우님 열연 또한 인상깊었어요 살짝살짝나오는 다른 작품들이나 코드 같은 부분도 패치 잘되서 더 재밌었습니다
2273,5,apfna***예매자,2020.08.09,조회 73,공감 2공감하기,신나고 유쾌한 뮤지컬라이브 후기,스토리와 음악은 물론 화려한 볼거리 다양한 패러디와 개그코드에 즐거운 시간이었어요 다른 캐스팅도 궁금해서 또 보러 가려고요
2274,5,rudolf***예매자,2020.08.09,조회 69,공감 2공감하기,신나는 뮤지컬,뮤지컬뮤지컬 귓가에서 떠나질 않네요신나고 재미있어요 강력추천합니다
2275,4,ekdud7***예매자,2020.08.09,조회 78,공감 1공감하기,눈과 귀가 즐거운 뮤지컬,유명 뮤지컬 넘버를 많이 알 수록 더더 재밌을 것 같아요러닝타임도 160분인터미션20분 포함으로 짧지 않은 시간인데 순식간에 지나갑니다생각도 못한 탭댄스까지 있어서 눈과 귀거 너무너무 즐거웠습니다
