,index,Rating,Id,Date,views,like,Title,Text
1246,1246,5,gkfka***예매자,2020.10.12,조회 3,"공감 0
공감하기",진짜 재밌어요,너무 웃겨요
1247,1247,5,sooyeo***예매자,2020.10.12,조회 4,"공감 1
공감하기",뮤우지컬 뮤우지컬~~,노래가 너무 신나고 재밌어요 이렇게 보낼수는없다 코어쩌구가 없을 때 다시 이 캐슷 그대로 와주세요 너무 좋은데 이렇게 떠나보낼수는 없다고요
1248,1248,5,081***예매자,2020.10.12,조회 8,"공감 1
공감하기",강필석 배우님을 보러 간 거였는데,노윤배우님의 연기도 좋아서 너무 즐겁게 보았네요아는 만큼 보이는 극인 것 같아서 대극장극을 좋아하는 사람이면 누구나 즐겁게 볼 것 같아요
1249,1249,5,kimseo***예매자,2020.10.12,조회 5,"공감 0
공감하기",저 창문틀 부드러운 불빛,저곳은 동쪽 줄리엣은 태양솟아라 태양아 저 달이 질때까지
1250,1250,5,ghywe***예매자,2020.10.12,조회 3,"공감 0
공감하기","재밌어요
라이브 후기",재밌게 보고 왔어요
1251,1251,5,shinhwa***예매자,2020.10.12,조회 3,"공감 0
공감하기",연장 안 돼서 아쉽네요,브로드웨이에서 보고 작년 내한 때 여러번 봤고 이번 라이센스 버전 와서 반가웠는데 코로나 때문에 표 여러장 취소돼서 연장 소식 기다렸건만 아쉽네요 오늘 좋은 마무리였습니다
1252,1252,5,wk***예매자,2020.10.12,조회 2,"공감 0
공감하기",재밌어요,재밌어요
1253,1253,5,julieyj***예매자,2020.10.12,조회 2,"공감 0
공감하기",재밌네요,뮤지컬 패러디 찾는 맛도 있고 캐릭터들이 매력있어요
1254,1254,5,yeres***예매자,2020.10.12,조회 2,"공감 0
공감하기",썸로,플뷰때 한번보고 표 계속 취소되다가 이제서야 한번 더봤네요 좋았어요
1255,1255,5,dnwjd7***예매자,2020.10.12,조회 4,"공감 0
공감하기",윌파워 난 너의 윌,윌이야차안 라안 하안
1256,1256,5,dnwjd7***예매자,2020.10.12,조회 2,"공감 0
공감하기",윌파워,킹카 윌 윌파워
1257,1257,5,lsa1***예매자,2020.10.12,조회 2,"공감 0
공감하기",너무 재밌어요!,공연보고 너무 재밌고 넘버가 좋아서 부모님 모시고 또 보러 갔다왔어요 부모님도 너무 좋아하시고 재밌어하셨어요
1258,1258,4,ho17yo***예매자,2020.10.12,조회 3,"공감 0
공감하기",좋았다,연장이 안되서 아쉽다
1259,1259,4,ho17yo***예매자,2020.10.12,조회 3,"공감 0
공감하기",재미!,우앙 윌이 너무 잔망스러웠다
1260,1260,5,hyena2***예매자,2020.10.12,조회 4,"공감 1
공감하기",빵빵 터지는 극!,요즘같은 시국에 이런 극 찾기 참 어렵잖아요두시간 반 내내 다 잊고 웃을 수 있는 건강한 극 잘 보고 갑니다 
1261,1261,5,pgb1***예매자,2020.10.12,조회 3,"공감 0
공감하기",짱좋아요,윤나이젤 왜케 눈물나죠
1262,1262,5,zza***예매자,2020.10.12,조회 3,"공감 0
공감하기",재밌어요,강추합니다
1263,1263,5,lans***예매자,2020.10.12,조회 4,"공감 0
공감하기",즐겁고 신나는 뮤우지칼,너무 재밌어요
1264,1264,5,lyo***예매자,2020.10.12,조회 3,"공감 0
공감하기",재밌어요,재밌어요
1266,1266,5,yean0***예매자,2020.10.12,조회 3,"공감 0
공감하기",최고최고,셰익스피어 캐릭터 매력 터져서 또 보러 갑니다
1268,1268,5,minand***예매자,2020.10.12,조회 2,"공감 0
공감하기",썸씽로튼,
1269,1269,5,minuk***예매자,2020.10.12,조회 1,"공감 0
공감하기",썸씽로튼,우와
1272,1272,5,kimhel***예매자,2020.10.12,조회 4,"공감 0
공감하기",기가막힌 캐스팅,너무나도 완벽한 캐스팅에 박수 배우실력에 두번박수 정말 최고의 공연뮤지컬을 많이 알면 알수록 셰익스피어 작품을 알면알수록 재밌는 요소가 많습니다 
1273,1273,5,tnals1***예매자,2020.10.12,조회 2,"공감 0
공감하기",윌! 윌! 경윌!,서경수 윌리엄 평생 슈퍼스타 해
1274,1274,5,wook***예매자,2020.10.12,조회 3,"공감 0
공감하기",재밌어요,르네상스 시대를 알고 셰익스피어를 안 다면덧붙여 뮤지컬에 관심 많은 사람이라면 재밌게 볼 수 있어요
1275,1275,5,ti45m***예매자,2020.10.12,조회 4,"공감 0
공감하기",잘봤습니다,잘봤습니다
1276,1276,5,realha***예매자,2020.10.12,조회 3,"공감 0
공감하기",두번보니 더 즐거운 관극,내용을 더 알게 되고 알아들어서더 즐거웠고 탭대결 정말 재밌었어요이번에 코로나로 인해 중간에 취소되었던 시간이 너무 아쉽습니다
1277,1277,5,stary***예매자,2020.10.12,조회 4,"공감 0
공감하기",뮤지컬 뮤지컬 신나는 노래,엄청 패러디가 많이 나오는데뮤지컬 모르시는 분도 알만한 유명한 것부터뮤지컬 좀 봤다 싶어야 알만한 것까지쫌쫌따리 숨겨놨네요그치만 말장난도 많고 해서 몰라도 재밌게 보실 수 있으실 듯
1278,1278,5,juns***예매자,2020.10.12,조회 3,"공감 0
공감하기",잘 봤습니다,잘 봤습니다
1279,1279,5,arys***예매자,2020.10.12,조회 2,"공감 0
공감하기",썸씽로튼,온갖 패러디가 들어가있어서 뮤지컬을 다양하게 보신 분이라면 더 재밌게 볼 수 있을 것 같아요물론 그게 아니어도 재밌습니다 연장 안되서 아쉽네요
1280,1280,5,eunsoo***예매자,2020.10.12,조회 3,"공감 0
공감하기",재밌었어요,재밌었습니다
1281,1281,5,rewhe***예매자,2020.10.12,조회 4,"공감 0
공감하기",커튼콜 데이 좋았어요,막공까지 쭈욱 이어졌으면
1283,1283,5,sklo1***예매자,2020.10.12,조회 3,"공감 0
공감하기",재밌어요,즐거운 공연 관람으로 행복했습니다
1284,1284,5,747***예매자,2020.10.12,조회 4,"공감 0
공감하기",썸씽로튼,뮤우지컬
1285,1285,5,hmk0***예매자,2020.10.12,조회 2,"공감 0
공감하기",썸씽로튼,재밌었어요 윌파워 계속 생각나고 넘버도 좋아요
1287,1287,5,charms0***예매자,2020.10.12,조회 2,"공감 0
공감하기",재밌어요,즐겁게 잘봤습니다
1288,1288,5,jodd***예매자,2020.10.12,조회 2,"공감 0
공감하기",재밌어요,즐겁게 잘봤습니다 공연을 많이 본 사람들이 더 재밌는 것 같아요
1289,1289,5,sopia***예매자,2020.10.12,조회 2,"공감 0
공감하기",신나는 무대,보면 행복해지고 신나고 너무나도 즐거운 뮤지컬
1290,1290,5,claret11***예매자,2020.10.12,조회 7,"공감 1
공감하기",매력적인 넘버가 기억에남는 뮤우지컬,보고 나와서 유튜브 영상도 계속 틀어보고있어요 재미있고 신나는 뮤지컬이었습니다
1291,1291,5,humani***예매자,2020.10.12,조회 3,"공감 0
공감하기",신나는 뮤지컬,누구나 흥미롭게 볼 수 있고보면 볼 수록 신나는 뮤지컬벌써 막공이 다가옴이아쉽기만 한거기 전에 얼른 보시기를
1292,1292,4,young39***예매자,2020.10.12,조회 2,"공감 0
공감하기",뮤지컬 썸씽로튼 (Musical Something Rotten!),뮤지컬 썸씽로튼   
1293,1293,5,ralra0***예매자,2020.10.12,조회 3,"공감 0
공감하기",정말 재미있어요!,정말 오랜만에 신나게 보고 온 것 같아요 인용된 작품들도 생각나고  잘 봤습미다
1294,1294,3,wonyaj***예매자,2020.10.12,조회 9,"공감 0
공감하기",흠,미국원작인듯
1295,1295,5,hj6***예매자,2020.10.12,조회 3,"공감 0
공감하기",예전부터 보고싶었던 뮤지컬이에오,배우들 라인업도 완전 화려하고 진짜 재밌어요
1296,1296,5,sujin6***예매자,2020.10.12,조회 3,"공감 0
공감하기",썸씽로튼,어뮤지컬 뮤지컬을 사랑하는 사람이라면 꼭 봐야하는 유쾌한 뮤지컬
1297,1297,3,39m***예매자,2020.10.12,조회 8,"공감 0
공감하기",엠에스엠 조인트 글루코사민 MSM,뮤지컬 썸씽로튼   
1298,1298,4,min4***예매자,2020.10.12,조회 7,"공감 0
공감하기",패러디의 진수,이 작품 저 작품 궁금해지는 극이에요극에 나오는 제가 모르는 작품을 알아보고 싶어지네요많이 알수록 재밌는 극
1299,1299,5,kbs929***예매자,2020.10.11,조회 6,"공감 0
공감하기",이건 꼭 봐야한다..,걍 어떤 페어를 봐도 실패없는 뮤지컬믿고 보세요
1300,1300,5,hye***예매자,2020.10.11,조회 16,"공감 0
공감하기",위 원 윌!!!! 위 원 윌!!!!!!!,넘 좋아요
1301,1301,4,asella0***예매자,2020.10.11,조회 19,"공감 0
공감하기",중독성이 있는 넘버들,넘버들이 전부 다 중독성이 강하고 탭댄스 안무들이나 중간중간에 있는 뮤지컬 언급 들이 너무 재미있는 공연이었다다만 소품들이 너무 기대 이하였다 연극을 연습하는 공간은 한옥인 줄 그것만 빼면 참 좋아서 다음 재연 부터는 소품이 완성도가 높아지면 좋겠다
1302,1302,5,friendship***예매자,2020.10.11,조회 15,"공감 0
공감하기",인생뮤지컬 !!!!!!!,너어어어어어무 재밌었어요  배우 보러 간거였는데 진짜 어느 요소 빠지지 않고 완벽한 뮤지컬이었습니다 깔깔 넘어가게 웃기도 하고 넘버도 계속 생각나게 좋고 번역 좋고 연기 좋고 깨알같이 등장하는 타 뮤지컬 패러디도 너무 좋구요 강필석 임규형 찐형제 케미 너무 좋았고 경수윌 너무 웃겼어요  꿀잼
1303,1303,5,friendship***예매자,2020.10.11,조회 15,"공감 0
공감하기",인생뮤지컬 !!!!!!!!,너어어어어어무 재밌었어요  배우 보러 간거였는데 진짜 어느 요소 빠지지 않고 완벽한 뮤지컬이었습니다 깔깔 넘어가게 웃기도 하고 넘버도 계속 생각나게 좋고 번역 좋고 연기 좋고 깨알같이 등장하는 타 뮤지컬 패러디도 너무 좋구요 강필석 임규형 찐형제 케미 너무 좋았고 경수윌 너무 웃겼어요  꿀잼
1326,1326,4,hirokis***예매자,2020.10.11,조회 10,"공감 0
공감하기",기분좋은 관극,좋아하는 배우들이 나오기도 하고 궁금했던 극 기분좋게 관람하고 왔습니다경수윌은 최고입니다
1327,1327,5,yor***예매자,2020.10.11,조회 15,"공감 0
공감하기","굿라인 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
라이브 후기",오늘 배우님들 컨디션 최고였나봐요앙상블포함 정말 최고에요 캐스팅배우분들 다 최고였어요 
1328,1328,5,jeonga1***예매자,2020.10.11,조회 29,"공감 0
공감하기",너무좋아 너무좋아♡,윌파워 세익스피어도닉바텀형제도 모두 너무좋아너무좋아신나고 넘버들이 다 중독성이 강해요공연준비하느라 진짜 힘드셨을듯 좋은공연보여주셔서 감사합니다
1329,1329,5,qingl***예매자,2020.10.11,조회 26,"공감 0
공감하기",윌~ 파워~~~,우울한 시절에 썸씽로튼 보며 많이 웃었어요이런 대극장 희극뮤지컬도 많아졌으면 좋겠어요
1330,1330,4,taijiwo***예매자,2020.10.11,조회 35,"공감 0
공감하기",아쉬운 부분을 채워주는 앙상블 배우님들^^,솔직히 연출부분에서 좀 매끄럽지 않은 부분이 있지만 그 부분을 앙상블 배우님들이 다 채워주시는 것 같아서 좋았습니다 특히 배우님들 탭댄스 추시는 부분은 넋을 놓고 보았네요시국이 시국인지라 많이 우울했는데 공연보고 많이 즐거웠습니다
1331,1331,5,jmilleng***예매자,2020.10.11,조회 25,"공감 0
공감하기",너무 좋아요,아니 사랑해요 또 보고 싶은데 못 보는게 너무너무 아쉽네요 더 보고 싶다
1332,1332,5,hsh20***예매자,2020.10.11,조회 28,"공감 0
공감하기",임규형 배우님 앞으로도 너무 기대됩니다.,임규형 배우님 너무 좋았어요
1336,1336,4,tjdbs***예매자,2020.10.11,조회 29,"공감 0
공감하기",너무 좋아! 너무 좋아!,신박한 스토리는 아닌데 이상하게 보고 나오면 에너지를 가득 받게 되는 뮤지컬넘버가 너무 좋고 등장 인물들이 사랑스러움닉 바텀은 짜증유발
1337,1337,5,fl***예매자,2020.10.10,조회 34,"공감 0
공감하기","또보고싶어~~~
라이브 후기",몇번을 봐도 또 보고프네자꾸 생각나아놔연장 은근히 기둥겼는데가지마로라
1338,1338,5,seojin***예매자,2020.10.10,조회 39,"공감 0
공감하기","썸씽로튼은 바로 윌~파워!
라이브 후기",너무너무 재밌는 뮤지컬입니다 쇼뮤지컬이라서 1층에서 보는게 확실히 다르네요 극 자체도 너무 재밌는 극이지만 서경수 배우님 덕분에 더 재밌게 보다 왔네요 진짜 등장할 때마다 웃음을 주시는 배우님 당신은그저 빛
1339,1339,5,0403dksrk***예매자,2020.10.10,조회 32,"공감 0
공감하기","경수윌 ㅜㅜ
라이브 후기",너무 좋아여 
1341,1341,5,anja2***예매자,2020.10.10,조회 38,"공감 0
공감하기",스트레스는 저 멀리,너무너무 신나고 재밌어요 배우님들 감사해요
1342,1342,5,131mi***예매자,2020.10.10,조회 35,"공감 0
공감하기",사랑해요 윌 ㅜㅠㅠㅠㅠㅠㅠㅠㅠ,폐막 일주일 남았어요경윌 보러오세요 
1343,1343,4,chocobon***예매자,2020.10.10,조회 29,"공감 0
공감하기",너무 재밌어요,배우님들이 다 너무 좋으셔서 먼저 감탄했고 처음부터 끝까지 계속 신나요 위이이이일 파워 나이젤 포샤 귀여운 커플 
1344,1344,4,ngelc***예매자,2020.10.10,조회 36,"공감 0
공감하기",재밌어요,재밌었어요
1345,1345,4,dudwo1***예매자,2020.10.10,조회 66,"공감 0
공감하기",본 것이 많다면 낯설지 않은,전반적인 모든 음악이 좋았고 여러 작품들을 패러디한 요소들이 웃음포인트였습니다
1346,1346,4,tgwae***예매자,2020.10.10,조회 54,"공감 0
공감하기",썸씽로튼~,위일파워 신나는 뮤지컬의 기원
1347,1347,4,ml1***예매자,2020.10.10,조회 45,"공감 0
공감하기",알고보면 맛집,뮤지컬을 더 많이 알면 알수록 더 재미있게 느껴질 뮤지컬 빵빵 터지는 포인트가 많아서 마스크 밖으로 침튈뻔 하는거 참느라 애썼어요
1348,1348,5,yor***예매자,2020.10.10,조회 58,"공감 0
공감하기",레알 열라 힘들어!!!! 박수 치기 힘들어!!!!,보고오신분들은 다들 공감하실거에요내적비명지르면서 정말 재밌게보고왔습니다손머리위로 같이 소리지르고 싶었습니다 끝나고 손바닥보니까 박수너무쳐서 완전 빨개졌더군욬혈액순환너무 잘되서 건강해진 기분이네요특히나 뮤지컬의 꽃은 앙상블진짜 모든배우분들이 최고였습니다
1349,1349,5,virg***예매자,2020.10.09,조회 37,"공감 0
공감하기",썸씽로튼,보고나면 너무 신나고 기분좋아요
1350,1350,5,fkr***예매자,2020.10.09,조회 89,"공감 1
공감하기","재미가 죄라면 이 작품은 참수형.
라이브 후기",너무 재밌어요코로나로 상연 기간이 짧은게 아쉬워요재연때는 페어별 회전문 예상입니다
1351,1351,5,elfin0***예매자,2020.10.09,조회 58,"공감 0
공감하기",기대 이상이에요,넘버도 좋고 레퍼런스 한 작품 찾는 재미도 있네요 
1352,1352,5,mjp2***예매자,2020.10.09,조회 55,"공감 0
공감하기",윌~파워,다같이 지 다같이 지금 다같이 지이금이순간경윌 윌파워에 반해서 영상 계속 돌려보고 있습니다
1353,1353,5,mjp2***예매자,2020.10.09,조회 46,"공감 0
공감하기",중독성있는 뮤지컬,시츠프로브를 보고 중독성 강한 노래에 뮤지컬을 보기로 마음먹었습니다 지금도 넘버들이 머리에 아른아른 거려요
1354,1354,5,mjp2***예매자,2020.10.09,조회 42,"공감 0
공감하기",경윌 넘져아! 넘져아!,말이 필요없습니다 서경수 배우님만 보여요 재연하면 경수배우님 또 와주세요
1355,1355,5,jy5***예매자,2020.10.09,조회 38,"공감 1
공감하기",재밌는 공연입니다!,알고보면 더재밌는공연 구석구석 숨어있는 뮤지컬 넘버들과 고전문학관련 인물이나 대사들이 많이나와서 아 이거하는 맛이있네요
1360,1360,3,mesan0***예매자,2020.10.09,조회 55,"공감 0
공감하기",여러가지 뮤지컬을 한꺼번애,여러가지 뮤지컬을 한꺼번에 만날 수 있어요
1361,1361,5,n680***예매자,2020.10.09,조회 32,"공감 0
공감하기",윌파워~,도른자
1362,1362,5,sdu***예매자,2020.10.09,조회 27,"공감 0
공감하기",썸씽로튼!!!,배우님들의 연기에 푹빠져요 강추강추
1364,1364,5,p9dakd***예매자,2020.10.08,조회 49,"공감 0
공감하기",뮤지컬 썸씽로튼 (Musical Something Rotten!),뮤지컬 썸씽로튼   뮤지컬 썸씽로튼   뮤지컬 썸씽로튼   뮤지컬 썸씽로튼   뮤지컬 썸씽로튼   뮤지컬 썸씽로튼   뮤지컬 썸씽로튼   뮤지컬 썸씽로튼   뮤지컬 썸씽로튼   뮤지컬 썸씽로튼   뮤지컬 썸씽로튼   뮤지컬 썸씽로튼   뮤지컬 썸씽로튼   뮤지컬 썸씽로튼   뮤지컬 썸씽로튼   뮤지컬 썸씽로튼   뮤지컬 썸씽로튼   뮤지컬 썸씽로튼   
1365,1365,5,dhtpdud***예매자,2020.10.08,조회 53,"공감 0
공감하기",더 빨리 볼껄 ㅜㅜㅜ,넘버들도 너무 신나고 너무 재밌어요시작하자마자 한번으론 안되겠어서 끝나고 바로 티켓팅 했어요 하너무 좋아
1366,1366,5,mli***예매자,2020.10.08,조회 52,"공감 2
공감하기",커튼콜촬영 감사합니다 복받으세요,이날진짜텐션굿굿박건형배우님진짜우리윌윌빠워텐션미친텐션빵빵터졌던날토비안토비투비낫투비진짜사랑합니다말해뭐해썸씽로튼 디테일 더 잘즐길라고 책사읽는다고요소네트까지읽고있다고나공부시키고있어진짜왜연장안되는거야못보내여러분 막공전에 보세요꼬옥강력추천
1367,1367,2,mli***예매자,2020.10.08,조회 83,"공감 0
공감하기",리뷰 볼때 관람일시 뜨나요?,이날만
1368,1368,5,mli***예매자,2020.10.08,조회 74,"공감 1
공감하기",9/18(금) 8시공연 이건 진짜 박제해야해서 제목이렇게쓴다,박제박제 이날의 감동을 못잊어서 또보고 또보고곽동연배우님 기대도 안하고 갔는데 넘 잘하셔서 깜놀진짜 연기짬바뭐야뭐야내가본 나이젤 중에 제일이었어당신곧봐또봐갓상블님들 정말 사랑합니다너무좋아너무좋아강필석배우님 말해뭐해 고막에 때려박는 딕션 어케제이민이 비아고 비아가 제이민입니다찰떡최수진배우님귀여우신거말해뭐하나요입만아파사랑해요마이클 사랑해요건파워윌파워 애들이 자꾸 나보고 유부남덕질전문이냐고하자나책임져여러분 제발 막공전에 봐주세요후기늦게쓰는 내가 젤나쁘다
1369,1369,5,mli***예매자,2020.10.08,조회 43,"공감 1
공감하기",첫공때부터 알았어요.. 회전문 열렸다는거...,텐션최고 갓상블최고프리뷰때 알았어요 난 회전문 들어왔단걸꼭보세요 막공얼마안남앗어나운다울어
1370,1370,5,ddrgdf***예매자,2020.10.08,조회 32,"공감 0
공감하기",재밌어욬ㅋㅋㅋㅋ,아닠 셰익스피어갘 한번 보러 오세요
1371,1371,5,parj2***예매자,2020.10.08,조회 47,"공감 0
공감하기",진짜 ㅜㅜ 회전문 돌게 만드는 공연,거의 회전목마 말처럼 매일 보고싶은 공연  진짜 말처럼 매일 보고싶드앙
1381,1381,5,gib***예매자,2020.10.08,조회 12,"공감 0
공감하기",또 보고싶은 극!,재밌어요
1382,1382,5,imjjjjj***예매자,2020.10.08,조회 17,"공감 0
공감하기",즐거운 극,보는 내내 광대가 내려오질 않았는데 마스크가 있어서 다행 공연 속 언급되는 공연들 생각에 또 웃음이
1383,1383,5,hi7***예매자,2020.10.08,조회 16,"공감 0
공감하기","최고였어요!
라이브 후기",웃음도 대박 재미도 대박 너무 좋았어요
1384,1384,5,12345***예매자,2020.10.08,조회 17,"공감 0
공감하기",재밌어요,진짜 신나요 재밌게 보고왔어요
1385,1385,5,sanri***,2020.10.08,조회 23,"공감 1
공감하기",지루할틈없고 다들 잘함,진짜 최고꼭봐야함
1386,1386,5,ylcho0***예매자,2020.10.08,조회 26,"공감 0
공감하기",진짜 얼마 남지 않았지만 꼭보세요 !!,기승전결도 빠지는거 지루한거 없이 탄탄하고 화려한 무대 연출과 노래가 돋보이는 뮤지컬이였어요 코로나 때문에 힘든 시기에 화려하고 재밌는 뮤지컬을 보게되어 너무 좋네요 특히 서경수 윌과 이봄소리 포샤가 정말 매력적이였어요  혹시 보실까 말까 고민이시라면 무조건 보라고 말씀드리고 싶습니다 좋은 추억 만들어주셔서 감사해요
1387,1387,5,1515s***예매자,2020.10.07,조회 20,"공감 0
공감하기","놀이공원 와 있는 거 같았어요
라이브 후기",관극하는 내내 너무 행복하고 진짜 놀이공원 온 기분이었어요 바텀 형제 짱 
1388,1388,5,click***예매자,2020.10.07,조회 32,"공감 1
공감하기",끝나지 마요 뮤우지컬,뮤지컬은 항상 공연 후반부로 갈수록 이제야 모든 팀원들의 합도 잘 맞고 애드리브도 터지면서 시너지가 막막 나는데 회차가 얼마 안 남았다는 사실이 너무나 아쉽기만 합니다저한테는 힘든 시기에 웃음을 많이 준 정말정말 고마운 공연이었거든요아직 막공까지 조금 남아있으니 최선을 다해 남은 기간 즐기겠습니다고마워요 썸씽로튼
1389,1389,5,als5***예매자,2020.10.07,조회 27,"공감 0
공감하기",너무너무 재밌는 뮤지컬 썸씽로튼!,썸씽로튼은 부모님을 모시고 와서 봐도 너무너무 재밌게 즐길 수 있을 것 같은 내용이였어요 은광배우님 노래실력 너무 좋으시고 단지 음향이 조금 아쉬웠지만 경수배우님 연기와 노래실력에 감탄하며 봤네요 
1390,1390,5,als5***예매자,2020.10.07,조회 28,"공감 1
공감하기",보는내내 웃음만 :),시츠프로브를 보고 너무너무 보고싶어져서 바로 예매한 후 보게되었는데 서경수 배우님 능청스런연기가 진짜 너무 보는내내 웃음만 나왔네요 셰익스피어 역할 너무 찰떡이세요 진짜 코로나만 아니였음 소리지르면서 즐기고 싶은 뮤지컬이였어요
1391,1391,5,88***예매자,2020.10.07,조회 19,"공감 1
공감하기",들을수록 빠져듦,윌 파워와 셰익스피어 등장씬때마다 울려퍼지는 리듬이 귓가를 떠나질 않음
1392,1392,4,touy***예매자,2020.10.07,조회 23,"공감 0
공감하기",재미있어요,추천
1393,1393,5,gusal2***예매자,2020.10.07,조회 38,"공감 0
공감하기",쇼뮤지컬 집합체,재밌었어요 개인적으로 궁금했던 페어로 기다렸다가 봤는데 기대한만큼 좋았습니다은광바텀 기대보다 더 잘하고 끼가 많아서 재밌었어요  그리고 동연바텀 연기는 당연히 좋았고 노래도 좋아서 더 만족스러운 공연이었습니다만두처럼 하얗고 귀여운 봄소리와 시뤈시원한 제이민의 보컬육 배우님을 대극장에서 볼 수 있어서 또 좋았네요
1400,1400,5,ys19***예매자,2020.10.07,조회 20,"공감 1
공감하기",뮤덕이라면 즐거울 수밖에 없을 것 같아요,배우분들도 너무 잘하고 특히나 서경수 배우와 이봄소리 배우님들 가진걸 정말 잘 쓰시고 또 잘 어우러져서 정말 즐거웠습니다
1401,1401,5,grace0***예매자,2020.10.07,조회 22,"공감 2
공감하기",부족함 없는 공연!,윌경수 광닉 제비아 맞추느라 힘들었는데 진심 최고의 공연이었어요 시츠 보고 광닉으로 봐야겠다 생각했는데 기대했던데로 모든 배우분들 연기력이 정말 최고였습니다 2시간 반동안 내내 웃다가 왔습니다
1402,1402,5,kb0***예매자,2020.10.07,조회 33,"공감 1
공감하기",마이클리,사랑해욤연기너뮤잘행 너뮤기여우잉
1403,1403,5,freedom1***예매자,2020.10.07,조회 21,"공감 1
공감하기",서경수 셰익스피어 최고!!!,공연도 너무 유쾌하고 즐거웠지만무엇보다 서경수 배우님의 셰익스피어 완전 최고어떻게 그렇게 웃기면서도 섹시하고 멋있으신거죠근데 노래도 너무 잘하시구뮤지컬 썸씽로튼 완전 추천해요
1404,1404,5,sinhh***예매자,2020.10.07,조회 19,"공감 0
공감하기",서경수!!!!! 이봄소리!!!!!,서경수의 능청스러움과 서은광의 유머러스함 이봄소리의 미친성대까지 더해지면 개꿀잼 보장입니다  아악 썸로 가지마앜
1405,1405,5,ar***예매자,2020.10.07,조회 19,"공감 0
공감하기",기분좋은 유쾌한 뮤지컬이었습니다.^^,주연부터 앙상블까지 모든 배우들의 열연에 너무 감사했습니다 코로나때문에 충분한 환호와 박수를 드리지 못한 것 같아서 오히려 미안스러웠네요 오랜만에 신나고 즐거운 극을 보면서 힐링을 받은 시간이었습니다
1406,1406,5,lufa***예매자,2020.10.07,조회 26,"공감 0
공감하기",제발 모두 봐주세요,이런 뮤지컬 또 없습니다캐스팅 넘버 앙상블 연기 모두 완벽한번도 안본사람은 있어도 한번만 본사람은 없을 뮤지컬
1407,1407,5,jyl1***예매자,2020.10.07,조회 12,"공감 0
공감하기",추천합니다,추천합니다
1408,1408,5,formal***예매자,2020.10.07,조회 20,"공감 0
공감하기",뮤지컬팬이라면 사랑할 수 밖에 없는,뮤우지컬
1409,1409,1,tae***예매자,2020.10.07,조회 57,"공감 0
공감하기",노잼,진짜 노잼
1410,1410,5,jisunko0***예매자,2020.10.07,조회 17,"공감 0
공감하기",재연 와주세요ㅠㅠ,너무나도 흥미롭고 새로운 시각에서 보는 희곡 한 편을 보고 온 기분이라 좋았습니다
1416,1416,5,jisunko0***예매자,2020.10.07,조회 5,"공감 0
공감하기",재연 와주세요,너무나도 흥미롭고 새로운 시각에서 보는 희곡 한 편을 보고 온 기분이라 좋았습니다
1419,1419,5,dhwlgh8***예매자,2020.10.07,조회 25,"공감 0
공감하기","뮤우~지커얼
라이브 후기",썸씽로튼에 엄청나게 많은 뮤지컬이 들어있다고 해서 미리 좀 공부해 갔더니 대사나 노래나 동작 같은 걸 훨씬 풍부하게 즐길 수 있었어요 뮤우지컬이 너무 머리에서 맴돌아요 그리구 1막과 2막을 시작하는 넘버인 웰컴투더르네상스를 들으면서 마치 동화속에 들어간 듯 너무 행복했습니다 
1420,1420,5,pky1***예매자,2020.10.07,조회 10,"공감 0
공감하기","오늘
라이브 후기",레전인것같아요 이페어 최고
1423,1423,5,mimi***예매자,2020.10.07,조회 20,"공감 1
공감하기",두번봤는데 더 보고싶어,시간이 안되서 너무 아쉽습니다모든 캐릭터가 전부 다 생동감 넘치고 사랑스러워요
1424,1424,5,mimi***예매자,2020.10.07,조회 17,"공감 1
공감하기",썸씸로튼 너무 재밌어여,서경수 배우님 직업만족도 높아보임 최고
1425,1425,5,diqdiq1***예매자,2020.10.06,조회 20,"공감 0
공감하기","후회없이 재밌게본 공연 배우들도 너무 즐거워보였어요
라이브 후기",시간가는줄 모르고 진짜 순식간에 봤어요 서은광 보려고 지방에서 고민하다 올라왔는데 너무 재밌고 너무 잘해서 인터미션때 바로 다음 공연까지 예매 했어요 더 빨리 예매해서 더 좋은 자리 얻을걸 아쉬운 마음입니다
1426,1426,5,p9dakd***예매자,2020.10.06,조회 20,"공감 0
공감하기",뮤지컬 썸씽로튼 (Musical Something Rotten!),뮤지컬 썸씽로튼   뮤지컬 썸씽로튼   뮤지컬 썸씽로튼   뮤지컬 썸씽로튼   뮤지컬 썸씽로튼   뮤지컬 썸씽로튼   뮤지컬 썸씽로튼   뮤지컬 썸씽로튼   뮤지컬 썸씽로튼   뮤지컬 썸씽로튼   뮤지컬 썸씽로튼   뮤지컬 썸씽로튼   뮤지컬 썸씽로튼   뮤지컬 썸씽로튼   뮤지컬 썸씽로튼   뮤지컬 썸씽로튼   뮤지컬 썸씽로튼   뮤지컬 썸씽로튼   뮤지컬 썸씽로튼   뮤지컬 썸씽로튼   
1427,1427,5,lkj9***예매자,2020.10.06,조회 31,"공감 0
공감하기",행복했던시간,정말 후회없는 공연이였어요
