Adjectives
"['어떻', '궁금하', '같', '아프', '어렵', '아무렇', '슬프', '좋', '같', '안타깝', '안쓰럽', '여리', '같']"
"['좋', '많', '좋', '좋', '이렇', '좋', '힘들', '없', '슬프']"
"['좋', '아쉽', '좋', '아프', '어렵', '슬프', '아름답', '슬프']"
[]
['좋']
"['약하', '이렇', '같', '그렇', '그렇', '없', '같', '많', '그렇', '그렇', '크', '같', '어렵']"
[]
[]
[]
[]
[]
"['이렇', '좋', '슬프', '같', '좋', '늦', '없', '같', '작', '같', '안타깝']"
[]
[]
[]
['희']
[]
[]
[]
"['많', '좋']"
['먹먹하']
"['진하', '같', '진하', '어렵', '과하', '희', '그렇']"
['좋']
[]
[]
[]
[]
"['아쉽', '잘생기', '그렇', '잘생기']"
[]
['고맙']
[]
"['재밌', '슬프']"
[]
[]
"['좋', '좋', '좋', '좋']"
['아쉽']
[]
[]
[]
"['좋', '이렇']"
[]
"['좋', '좋']"
[]
"['낫', '없', '없', '없']"
"['아프', '작', '길', '작']"
[]
['좋']
[]
[]
[]
['재미있']
['좋']
[]
[]
"['좋', '좋', '같', '크', '좋', '좋', '좋', '같', '크', '좋']"
[]
[]
[]
[]
[]
[]
['좋']
[]
[]
['좋']
[]
['좋']
['많']
"['좋', '같', '같', '좋', '그렇', '많', '훤하', '많', '아쉽', '좋']"
['아쉽']
[]
[]
['좋']
"['재밌', '좋']"
[]
[]
['좋']
['좋']
[]
[]
"['귀엽', '잘생기']"
['아름답']
"['없', '많']"
[]
['어렵']
['희']
[]
"['좋', '좋']"
['좋']
[]
['좋']
['좋']
[]
['많']
['같']
[]
"['기쁘', '좋', '좋']"
"['지겹', '좋', '같']"
['좋']
[]
['좋']
[]
['좋']
"['작', '좋']"
[]
['좋']
"['재밌', '좋']"
['같']
[]
[]
"['많', '같']"
"['어렵', '많', '색다르', '아름답', '어렵', '빠르']"
"['그렇', '같']"
['좋']
"['많', '없']"
"['좋', '좋', '좋']"
"['좋', '좋']"
"['좋', '좋']"
"['같', '같']"
[]
[]
['같']
"['많', '길', '벅차']"
"['즐겁', '그립', '아쉽', '멋지']"
['좋']
['그립']
[]
['좋']
['많']
[]
['재밌']
['죠']
['멋지']
['좋']
['아쉽']
[]
"['멋있', '좋']"
