Adjectives
"['귀엽', '즐겁', '즐겁', '없', '반갑']"
['즐겁']
['좋']
['같']
[]
"['오래되', '없', '없', '재밌']"
"['좋', '재미있']"
"['쉽', '재밌', '같']"
"['가깝', '좋']"
['같']
"['없', '좋', '좋', '없', '좋', '부럽', '즐겁', '좋', '좋']"
[]
"['젊', '크', '아쉽']"
[]
[]
[]
[]
"['재미있', '아깝', '멋지', '즐겁']"
[]
"['멋지', '재밌', '많', '즐겁']"
"['즐겁', '같']"
['재밌']
['좋']
[]
[]
"['재미있', '좋', '새롭', '새', '없']"
"['어이없', '싫', '좋']"
"['재미있', '재미있', '같', '좋', '갑작스럽']"
"['아쉽', '재미있', '좋', '좋', '같']"
"['즐겁', '흥겹', '즐겁']"
['재밌']
[]
[]
"['젊', '흥겹', '같', '같', '좋', '없', '좋', '수많', '같']"
"['가볍', '좋']"
"['재미있', '좋']"
[]
['재밌']
"['많', '같', '멋지']"
"['없', '아쉽']"
"['좋', '즐겁', '재밌']"
"['같', '그렇', '듯하', '좋']"
"['어떻', '좋', '촌스럽', '없', '작', '아쉽']"
['재미있']
"['재미있', '같', '좋']"
[]
[]
['좋']
[]
"['흥겹', '즐겁', '많', '쉽', '좋', '크', '어떠하', '어렵']"
['아쉽']
"['좋', '새', '재미있']"
['힘차']
"['그렇', '아쉽']"
['어렵']
"['좋', '좋']"
"['좋', '이렇']"
['즐겁']
"['좋', '좋', '그렇', '재밌', '멋있']"
['재밌']
['재밌']
"['좋', '재미있', '아쉽', '귀엽', '같']"
['재미있']
['재미있']
"['즐겁', '아쉽']"
['좋']
"['재미있', '같', '재미있']"
"['크', '그렇', '그렇']"
"['늦', '좋', '좋', '좋', '좋']"
[]
"['같', '가깝', '그렇', '재미있', '재밌']"
"['재밌', '재밌', '좋', '없', '멋지']"
['같']
['재밌']
"['높', '아프', '없', '즐겁']"
"['재밌', '재밌', '같', '좁', '없', '재밌']"
"['재미있', '재미있']"
"['재밌', '좋']"
"['그렇', '같', '재밌', '남다르', '섹시하', '그렇', '멋있', '같', '예쁘', '같', '예쁘', '멋있', '없', '같', '좋', '그렇', '좋', '많', '재밌', '귀엽', '귀엽', '귀엽', '같', '재밌', '그렇', '같', '같', '좋', '같', '같', '다르', '좋', '좋', '같', '같', '적', '많', '재밌', '즐겁', '같', '같', '재밌']"
"['어떻', '재미있']"
['즐겁']
"['같', '같', '재미있', '같', '길', '작', '좋', '좋', '작', '좋', '좋', '좋', '좋']"
"['익', '즐겁', '다르', '멋지', '높', '아쉽']"
"['재미있', '높', '괜찮', '같', '좋']"
[]
['재밌']
[]
['촌스럽']
[]
['재밌']
['재미있']
"['다르', '재미있']"
"['멋지', '즐겁']"
[]
[]
"['즐겁', '같', '멋있']"
"['이렇', '크', '같', '좋', '멋지']"
"['크', '즐겁']"
"['익', '즐겁']"
[]
['이렇']
"['작', '같', '좋', '아쉽']"
[]
"['재미있', '없', '아쉽']"
[]
"['좋', '좋']"
"['좋', '같', '같', '같', '좋', '유하', '같', '같']"
"['재미있', '다르', '재미있', '재미있']"
['아쉽']
"['편하', '같', '좋', '가깝', '재밌']"
"['그렇', '없']"
[]
"['재밌', '재밌', '좋', '재밌', '같', '같']"
['멋지']
"['재밌', '같']"
[]
[]
"['활기차', '좋']"
['흥겹']
"['고맙', '없']"
"['크', '재밌', '추하']"
[]
"['아쉽', '많', '같']"
"['재미있', '같', '좋', '좋']"
"['젊', '가볍', '같', '좋', '즐겁']"
[]
[]
"['즐겁', '작']"
[]
['좋']
"['재밌', '즐겁']"
"['다르', '좋', '다르', '재미있', '즐겁']"
['좋']
"['좋', '재미있', '많', '같', '재미있']"
"['재미있', '재미있']"
['깊']
"['같', '같', '재미있']"
['재미있']
"['즐겁', '즐겁', '즐겁', '즐겁']"
"['즐겁', '즐겁', '즐겁', '즐겁', '즐겁', '즐겁', '즐겁']"
"['힘들', '어렵', '어렵', '같']"
"['재미없', '같']"
[]
"['쉽', '좋', '같']"
"['즐겁', '귀엽']"
"['즐겁', '아쉽', '들', '그', '아쉽']"
"['없', '어떻', '그렇', '좋', '이렇', '같', '재미있', '젊', '그렇', '그렇', '재미있', '즐겁', '같', '좋']"
"['쉽', '즐겁', '가깝']"
['고프']
"['재미있', '그렇', '좋']"
"['같', '같', '아쉽']"
"['좋', '재밌']"
"['재밌', '없']"
"['쉽', '재미있', '재밌']"
['재밌']
[]
[]
['즐겁']
"['좋', '같', '재밌', '없']"
"['친하', '즐겁']"
"['어떻', '그렇', '좋', '이렇', '같', '재미있']"
['재밌']
"['약하', '부럽', '많', '엄', '고프', '그립']"
[]
"['즐겁', '아쉽', '크']"
"['재밌', '재미있', '같']"
"['좋', '어리', '좋', '멀', '못하', '친하', '늦', '좋', '아쉽', '좋', '즐겁', '힘들', '좋']"
[]
['저렇']
"['재밌', '같']"
[]
"['좋', '좋']"
"['재밌', '재미있', '아쉽', '길', '즐겁']"
"['아깝', '아깝', '쉽', '쉽', '재미없']"
[]
"['같', '같', '즐겁', '같', '재밌']"
['아쉽']
['똑같']
"['쉽', '묘하']"
['멋지']
"['재밌', '멋지']"
"['없', '같', '좋', '크', '좋', '좋']"
['재미있']
"['즐겁', '멋있', '예쁘', '즐겁', '크', '같', '가깝', '같']"
['그렇']
"['높', '좁', '젊', '없', '같', '같', '귀엽', '어렵', '귀엽', '멋지', '착하', '귀엽', '많', '길', '새', '희', '좋', '빨갛', '귀엽', '아쉽', '크', '없', '괜찮', '많', '예쁘', '좋', '크', '높', '그렇', '뛰어나', '크']"
"['재밌', '없']"
"['다르', '이렇', '즐겁', '같', '깊', '같', '엄', '줄', '이렇', '많', '좋', '친하', '어리', '입', '촌스럽', '오', '귀엽', '여리', '새', '작', '어떻', '없', '귀엽', '같', '답', '크', '좋', '검', '어떻', '젊', '좋', '힘들', '좋', '재밌', '커다랗', '똑같', '없', '길', '괜찮', '빠르', '그렇', '많', '안타깝', '좋', '같', '좋', '같']"
"['즐겁', '다르']"
['재밌']
['재밌']
"['재밌', '멋지', '멋지', '좋', '아쉽']"
"['재미있', '많', '쉽', '좋', '좋']"
[]
