,word,count
0,재밌어요,250
1,재밌고,130
2,재밌었어요,112
3,귀엽고,98
4,미를,92
5,미는,86
6,재미있게,79
7,유쾌하고,78
8,재미있어요,76
9,즐겁게,71
10,즐거운,64
11,재밌는,63
12,행복한,60
13,유쾌한,59
14,따뜻한,54
15,원해,52
16,사랑스럽고,48
17,즐겁고,48
18,사랑스러운,47
19,재미있는,44
