,word,count
0,멋진,612
1,화려한,425
2,즐거운,410
3,재미있게,295
4,즐겁게,240
5,재밌었어요,222
6,유명한,197
7,재밌어요,183
8,재밌고,151
9,신나고,149
10,넘치는,149
11,있었습니다,143
12,신나는,141
13,완벽한,129
14,멋지고,126
15,섹시한,125
16,화려하고,125
17,즐거웠습니다,123
18,좋아하는,122
19,즐겁고,121
