,word,count
0,넘버,4527
1,최고,3774
2,연기,3592
3,노래,2047
4,페어,2020
5,사랑,1532
6,추천,1500
7,생각,1239
8,내용,1128
9,처음,1104
10,분위기,1063
11,결말,1044
12,매력,972
13,무대,908
14,사람,776
15,인생,693
16,자리,631
17,기대,619
18,미사,594
19,세상,556
