,word,count
0,아름다운,168
1,멋진,110
2,젊은,107
3,아픈,68
4,슬픈,67
5,잔잔한,64
6,순수한,61
7,있었습니다,52
8,좋아하는,51
9,완벽한,51
10,슬프고,47
11,행복했습니다,45
12,깊은,44
13,예쁘고,44
14,아쉽네요,43
15,좋았던,41
16,재밌어요,41
17,섬세한,40
18,행복한,38
19,아쉬운,36
