word,count
좋았던,219
따듯한,208
재미있는,164
아름다운,94
행복한,92
예쁜,66
즐거운,33
슬픈,33
소중한,27
아쉬운,24
젊은,16
귀엽고,14
사랑스럽고,13
평범한,13
사랑스러운,11
멋진,10
따뜻해지고,10
완벽한,9
소중하고,8
지루한,8
