,word,count
0,재밌었어요,220
1,재밌어요,214
2,신나고,147
3,유쾌하고,141
4,즐거운,135
5,재밌고,118
6,즐겁게,117
7,유쾌한,101
8,신나는,85
9,재미있게,81
10,재밌는,78
11,행복한,68
12,좋아하는,67
13,즐겁고,65
14,재미있어요,57
15,신나게,49
16,재미있는,48
17,멋진,46
18,아쉬워요,45
19,재밌었습니다,44
