,word,count
0,멋진,1514
1,새로운,516
2,재밌었어요,493
3,유명한,491
4,완벽한,437
5,있었습니다,426
6,좋아하는,357
7,아쉬운,330
8,훌륭한,324
9,엄청난,297
10,즐거운,270
11,행복한,263
12,재미있게,243
13,어렵게,243
14,재밌어요,237
15,필요없는,230
16,즐겁게,221
17,아쉽네요,220
18,있었어요,209
19,미친,208
