,word,count
0,넘버,706
1,연기,429
2,무대,319
3,최고,290
4,생각,265
5,사람,262
6,눈물,249
7,마음,234
8,노래,229
9,세상,219
10,처음,155
11,페어,154
12,인지,147
13,조명,144
14,연출,131
15,내용,129
16,사랑,127
17,위로,126
18,추천,112
19,감동,111
