,word,count
0,아름다운,183
1,멋진,113
2,좋아하는,62
3,아름답고,61
4,예쁘고,53
5,있었습니다,52
6,새로운,50
7,아쉽네요,46
8,재밌어요,45
9,좋았던,45
10,아쉬운,42
11,행복한,41
12,좋을,41
13,다양한,36
14,따뜻한,33
15,행복했습니다,33
16,완벽한,31
17,있었어요,31
18,예뻐요,28
19,재밌었어요,28
