,word,count
0,넘버,2695
1,연기,1650
2,최고,1379
3,노래,875
4,페어,844
5,소호,625
6,추천,576
7,생각,532
8,감정,496
9,사랑,471
10,무대,436
11,천재,424
12,내용,397
13,사람,392
14,마음,356
15,처음,344
16,눈물,335
17,이해,331
18,가사,308
19,초록,264
