,word,count
0,넘버,193
1,최고,172
2,감동,151
3,추천,132
4,연기,131
5,힐링,92
6,사랑,83
7,웃음,82
8,노래,71
9,거지,70
10,재미,68
11,내용,68
12,귀신,63
13,친구,62
14,웃기,59
15,생각,51
16,스토리,50
17,처음,50
18,무대,43
19,연출,40
