,word,count
0,연기,2093
1,퀴스,1173
2,노래,1161
3,최고,1138
4,한지상,914
5,페어,815
6,젠틀맨,800
7,무대,798
8,애드립,795
9,넘버,778
10,가이드,734
11,생각,596
12,추천,574
13,앙상블,541
14,처음,529
15,웃음,445
16,재미,442
17,벨라,386
18,사랑,354
19,김동완,340
