word,count
영원히,374
좋았던,345
재미있는,324
행복한,249
멋있는,227
아쉬운,137
즐거운,98
아름다운,93
완벽한,85
예쁜,55
귀여운,53
따듯한,48
새로운,44
어려운,41
성장하는,39
힘든,39
슬픈,36
건강하게,33
무사히,32
벅차오르는,31
