,word,count
0,재밌어요,206
1,멋진,151
2,새로운,119
3,재밌었어요,110
4,신나게,103
5,재밌었습니다,103
6,재미있어요,92
7,행복한,79
8,재미있게,79
9,신나고,76
10,행복했습니다,72
11,있었습니다,72
12,고마워요,66
13,행복했어요,63
14,재밌고,63
15,즐겁게,63
16,있었어요,63
17,슬프고,60
18,예쁘고,57
19,완벽한,56
