word,count
재미있는,775
좋았던,705
행복한,278
즐거운,253
아쉬운,234
멋진,151
예쁜,123
슬픈,119
새로운,119
신나게,103
아름다운,91
신나고,76
고마워요,66
완벽한,56
아쉬웠지만,44
마라,44
신나는,42
귀엽고,41
넘치는,39
유명한,37
