,word,count
0,토드,4391
1,연기,3511
2,스위니,3216
3,무대,2198
4,최고,2099
5,노래,1643
6,미도,1348
7,넘버,1340
8,생각,1104
9,처음,957
10,앙상블,742
11,러빗,727
12,내용,665
13,페어,659
14,음악,649
15,홍광호,616
16,토비,569
17,스토리,568
18,추천,564
19,매력,551
