,word,count
0,연기,1809
1,무대,1766
2,노래,1464
3,최고,1141
4,감동,1141
5,네트,1079
6,김소현,1023
7,생각,884
8,마리앙투아네트,837
9,그리드,816
10,넘버,808
11,의상,794
12,눈물,571
13,처음,569
14,스토리,446
15,목소리,407
16,열연,403
17,페르젠,376
18,기대,366
19,내용,343
