,word,count
0,시카고,3822
1,무대,2676
2,연기,2323
3,최고,2173
4,노래,1753
5,생각,1320
6,처음,995
7,록시,863
8,앙상블,834
9,음악,647
10,매력,637
11,기대,617
12,추천,614
13,오케스트라,494
14,내용,466
15,넘버,463
16,사람,461
17,캐스팅,459
18,감동,442
19,재즈,419
