word,count
재미있는,955
좋았던,438
즐거운,268
행복한,140
따듯한,104
아쉬운,100
귀엽고,98
미를,92
미는,86
유쾌하고,78
예쁜,66
유쾌한,59
원해,52
사랑스럽고,48
사랑스러운,47
가볍게,43
귀여운,35
미의,33
유쾌하게,32
신나고,31
