,word,count
0,재밌어요,14237
1,재밌었어요,3559
2,새로운,781
3,재밌습니다,675
4,재밌어,535
5,재미있게,460
6,재미있어요,417
7,멋진,377
8,재밌었습니다,339
9,완벽한,323
10,아쉽네요,289
11,좋아하는,275
12,재밌,259
13,아쉬운,251
14,아쉬워요,236
15,재밌는,226
16,재밌네요,219
17,아름다운,216
18,좋았던,216
19,재밌고,214
