word,count
화려한,515
즐거운,443
재미있는,377
멋있는,363
좋았던,353
신나는,292
아쉬운,100
행복한,87
경쾌한,57
유쾌한,51
지루한,48
아름다운,34
넘치는,32
새로운,29
예쁜,28
흥겨운,28
현란한,27
완벽한,26
유명한,26
귀여운,24
