,word,count
0,멋진,111
1,유명한,82
2,있었습니다,70
3,재밌어요,58
4,아쉬운,54
5,재미있게,52
6,힘든,50
7,좋아하는,50
8,즐겁게,48
9,행복한,44
10,즐거운,42
11,신나는,42
12,신나고,42
13,넘치는,39
14,재밌었어요,38
15,소중한,38
16,다양한,37
17,어려운,35
18,젊은,34
19,충분히,33
