,word,count
0,넘버,4527
1,사의,4265
2,사내,3939
3,최고,3774
4,연기,3592
5,노래,2047
6,페어,2020
7,사랑,1532
8,추천,1500
9,생각,1239
10,내용,1128
11,처음,1104
12,분위기,1063
13,결말,1044
14,매력,972
15,윤심덕,949
16,무대,908
17,사람,776
18,인생,693
19,자리,631
