word,count
재미있는,1109
즐거운,131
좋았던,129
행복한,101
유쾌한,60
아쉬운,53
따듯한,45
귀여운,44
막연한,34
신나는,31
완벽한,24
새로운,19
가볍게,17
슬픈,14
멋있는,14
재밌음,10
빠른,10
사랑스러운,9
힘든,8
가득한,7
