word,count
좋았던,3271
재미있는,1610
멋진,1084
아름다운,994
아쉬운,903
즐거운,814
화려한,795
행복한,506
완벽한,349
새로운,340
멋지고,226
훌륭한,212
멋있었어요,183
예쁜,175
지루했어요,169
멋있고,157
기대하고,148
멋졌습니다,144
좋았지만,144
멋졌어요,138
