,word,count
0,추천,444
1,생각,272
2,넘버,250
3,연기,197
4,노래,171
5,감동,171
6,생명수,169
7,마음,141
8,예술가,133
9,내용,125
10,다방,124
11,눈물,114
12,사람,105
13,힐링,99
14,최고,94
15,세상,90
16,시대,84
17,무대,80
18,처음,79
19,위로,74
