word,count
좋았던,190
재미있는,104
아쉬운,84
멋진,74
강렬한,60
행복한,33
엄청난,30
짧아서,28
멋있어요,25
강렬하고,24
다양한,23
빠른,23
아름다운,20
짧은,20
멋있는,19
멋있고,18
새로운,18
멋져요,17
완벽한,15
아쉬울,15
