,word,count
0,화려한,548
1,멋진,406
2,화려하고,219
3,즐거운,161
4,재미있게,155
5,재밌어요,147
6,아름다운,121
7,좋아하는,98
8,아쉬운,97
9,훌륭한,91
10,있었습니다,81
11,행복한,71
12,즐겁게,70
13,완벽한,70
14,좋았던,68
15,아쉽네요,66
16,새로운,62
17,슬픈,61
18,좋았지만,58
19,깊은,57
