,word,count
0,무대,1702
1,넘버,1698
2,조명,1274
3,연기,729
4,최고,684
5,힐링,522
6,노래,449
7,사람,415
8,소식,368
9,페어,362
10,생각,349
11,감동,311
12,우주,304
13,사랑,289
14,내용,275
15,연출,255
16,추천,255
17,마음,243
18,눈치,229
19,처음,225
