word,count
재미있는,22028
좋았던,3165
아쉬운,1218
새로운,894
멋있는,713
즐거운,589
행복한,432
아름다운,371
완벽한,323
잘생겼다,170
재밌는데,117
넘치는,116
힘든,111
재미없어요,110
슬픈,107
예쁜,105
미쳤어요,102
원해,97
유명한,96
지루한,91
