word,count
신나는,446
재미있는,436
즐거운,431
좋았던,332
멋있는,124
아쉬운,114
유쾌한,72
화려한,66
유명한,65
행복한,52
젊은,48
익숙한,44
새로운,41
넘치는,36
귀여운,33
가볍게,32
지루한,30
예쁜,24
흥겨운,21
지루하지,19
