,word,count
0,무대,1553
1,넘버,1216
2,연기,1206
3,김준수,1034
4,노래,1032
5,최고,839
6,샤아,620
7,모르가나,590
8,생각,418
9,연출,410
10,스토리,380
11,감동,367
12,비어,365
13,기네,316
14,처음,301
15,웅장,291
16,장면,262
17,앙상블,260
18,사람,242
19,목소리,241
