,word,count
0,재밌어요,1089
1,재미있어요,355
2,재밌었어요,272
3,잘생긴,234
4,멋진,162
5,재밌고,159
6,재밌습니다,145
7,재미있게,136
8,재밌는데,119
9,귀엽고,108
10,아쉬운,105
11,재밌는,102
12,새로운,99
13,아쉬워요,98
14,아름다운,98
15,아쉽네요,93
16,즐거운,93
17,행복한,91
18,완벽한,88
19,좋은데,85
