word,count
재미있는,1763
좋았던,1424
아쉬운,491
즐거운,459
멋진,361
행복한,218
완벽한,157
새로운,143
잔인한,131
미친,103
아름다운,99
훌륭한,92
기대하고,88
기괴한,87
멋져요,85
넘치는,84
화려한,79
멋졌어요,79
딱히,76
귀엽고,76
