word,count
좋았던,1421
멋있는,912
화려한,816
재미있는,698
아름다운,658
아쉬운,515
예쁜,409
즐거운,371
행복한,336
완벽한,165
훌륭한,143
엄청난,126
새로운,117
가난한,87
슬픈,86
지루한,85
충분한,82
기대하고,73
아쉬웠지만,62
섬세한,61
