,word,count
0,최고,265
1,무대,263
2,연기,202
3,알바,169
4,압도,168
5,여성,129
6,연출,125
7,여배우,119
8,추천,106
9,명의,98
10,노래,98
11,기간,95
12,생각,93
13,음악,92
14,에너지,90
15,소리,87
16,넘버,87
17,여자,83
18,처음,83
19,사랑,75
