,word,count
0,최고,1884
1,감동,752
2,시대,733
3,사랑,714
4,무대,499
5,연기,438
6,생각,366
7,빌리엘리어트,354
8,발레,343
9,추천,328
10,눈물,288
11,사람,248
12,장면,228
13,노래,211
14,마음,195
15,처음,176
16,연출,163
17,행운,148
18,더럼,144
19,어른,136
