word,count
좋았던,1315
재미있는,659
멋진,419
아쉬운,323
즐거운,296
화려한,281
행복한,189
완벽한,153
멋지고,117
아름다운,116
훌륭한,110
멋있고,107
궁금했는데,94
새로운,90
멋있어요,77
멋있었어요,75
엄청난,75
멋졌어요,67
좋았지만,60
충분히,59
