,word,count
0,재밌어요,31
1,강렬한,27
2,멋진,23
3,아쉬운,21
4,아쉽네요,13
5,아쉬웠습니다,11
6,재미있게,11
7,있다는,10
8,있었습니다,10
9,좋았던,10
10,좋았을,10
11,아름다운,9
12,훌륭한,9
13,좋았는데,9
14,평범한,9
15,부족한,9
16,아쉽지만,8
17,아쉬웠어요,8
18,새로운,8
19,아쉽습니다,7
