word,count
좋았던,1315
멋있는,996
재미있는,713
아쉬운,399
화려한,303
즐거운,296
행복한,199
완벽한,153
새로운,121
아름다운,116
훌륭한,110
궁금했는데,94
엄청난,75
지루한,71
충분한,69
좋았지만,60
그리운,55
깊은,55
멋있었습니다,55
탄탄한,54
