,word,count
0,재밌어요,1193
1,재밌었어요,778
2,아름다운,336
3,잘생겼다,245
4,재미있어요,123
5,재미있게,120
6,재밌습니다,110
7,좋다,108
8,좋은데,105
9,아쉽네요,102
10,멋진,95
11,좋았던,94
12,새로운,92
13,아름답고,91
14,재밌어,89
15,아쉬워요,88
16,좋아하는,88
17,좋았는데,86
18,아쉬운,77
19,좋겠습니다,76
