,word,count
0,드라큘라,8620
1,무대,4286
2,김준수,3849
3,연기,3608
4,최고,2891
5,노래,2802
6,넘버,2755
7,미나,2740
8,샤큘,2093
9,사랑,1999
10,생각,1443
11,목소리,1261
12,처음,1198
13,조정은,1159
14,감동,1019
15,류정,1006
16,감정,969
17,스토리,861
18,동석,851
19,동큘,749
