,word,count
0,화려한,358
1,멋진,186
2,즐거운,167
3,신나는,149
4,화려하고,133
5,신나고,116
6,즐겁게,100
7,재미있게,63
8,즐겁고,60
9,경쾌한,57
10,행복한,42
11,재밌었어요,39
12,재밌고,36
13,좋아하는,35
14,멋지고,34
15,멋졌습니다,33
16,재밌는,32
17,지루할,32
18,넘치는,32
19,있었습니다,31
