,word,count
0,재밌었어요,285
1,재밌어요,230
2,멋진,127
3,행복한,109
4,재밌고,101
5,야한,82
6,완벽한,81
7,사랑스럽고,81
8,재미있게,78
9,즐거운,76
10,사랑스러운,74
11,귀엽고,73
12,행복했어요,67
13,행복했습니다,61
14,즐겁게,56
15,당연한,54
16,좋아하는,51
17,재미있고,51
18,재미있어요,51
19,유쾌하고,48
