,word,count
0,멋진,437
1,있었습니다,191
2,훌륭한,143
3,깊은,133
4,아쉬운,106
5,완벽한,85
6,뜨거운,85
7,좋겠습니다,80
8,아픈,78
9,화려한,75
10,재미있게,74
11,있었고,71
12,멋졌습니다,71
13,멋지고,68
14,있다는,64
15,좋아하는,61
16,진정한,61
17,없었다,60
18,희의,59
19,야하는,58
