word,count
좋았던,3271
멋있는,2242
재미있는,1711
아쉬운,1056
아름다운,994
화려한,857
즐거운,814
행복한,532
새로운,451
완벽한,349
지루한,327
예쁜,259
섹시한,228
훌륭한,212
귀여운,154
기대하고,148
좋았지만,144
유명한,135
엄청난,130
사랑스러운,128
