word,count
좋았던,416
재미있는,244
아쉬운,128
멋있는,116
행복한,88
새로운,45
충분한,45
슬픈,36
벅차오르는,29
아름다운,28
즐거운,27
힘든,26
깊은,23
훌륭한,21
어려운,21
지루한,20
완벽한,20
위대한,19
빠른,18
예쁜,18
