,word,count
0,신나고,127
1,즐거운,112
2,즐겁게,100
3,신나는,98
4,신나게,86
5,멋진,82
6,익숙한,64
7,행복한,63
8,즐겁고,58
9,재밌고,47
10,재밌었어요,47
11,재미있게,41
12,유명한,37
13,재밌어요,33
14,행복했습니다,32
15,있었습니다,31
16,좋아하는,31
17,즐거웠습니다,29
18,아쉬운,29
19,유쾌하고,26
