word,count
재미있는,2869
좋았던,1512
아름다운,697
아쉬운,406
행복한,270
잘생겼다,245
예쁜,198
즐거운,183
멋있는,129
새로운,118
슬픈,93
지루한,78
사랑스러운,60
잔잔한,49
깊은,47
필요해,46
진정한,46
따듯한,46
다양한,40
완벽한,39
