word,count
좋았던,2249
재미있는,1035
아쉬운,739
멋진,630
아름다운,577
화려한,411
행복한,405
즐거운,373
슬픈,277
완벽한,267
애절한,223
빨간,221
새로운,180
멋있고,172
멋지고,142
멋있어요,132
훌륭한,126
강렬한,117
애절하고,115
영원한,114
