word,count
재미있는,1082
즐거운,131
좋았던,129
행복한,87
같지만,67
아쉬운,43
따듯한,40
막연한,34
유쾌하고,28
완벽한,24
귀엽고,22
유쾌한,18
가볍게,17
신나고,15
귀여워요,15
슬픈,14
유쾌하게,14
신나게,11
재밌어서,10
행복해지는,10
