word,count
좋았던,282
재미있는,124
따듯한,93
아쉬운,79
행복한,57
즐거운,57
멋있는,54
슬픈,51
힘든,36
새로운,36
아름다운,35
충분한,30
아픈,29
깊은,20
훌륭한,18
완벽한,18
나쁘지,17
행복하길,14
미친,13
소중한,13
