,word,count
0,무대,4603
1,연기,2525
2,최고,2275
3,노래,2100
4,박효신,2023
5,넘버,1948
6,웃는남자,1284
7,감동,1081
8,생각,1047
9,연출,1025
10,그윈플렌,1006
11,남자,822
12,스토리,817
13,박강,803
14,목소리,740
15,처음,714
16,장면,586
17,수호,579
18,기대,570
19,사람,499
