word,count
재미있는,1067
좋았던,487
즐거운,447
신나는,281
유쾌한,279
아쉬운,223
행복한,191
멋있는,97
귀여운,68
화려한,41
힘든,41
새로운,36
다양한,35
사랑스러운,30
가볍게,29
우울한,27
지루한,23
어려운,22
완벽한,20
힘들어,19
